dataset,model,sample_index,sample_id,gt_response,nearfp_response,farfp_response,background_response,gt_nearfp_gap,gt_vs_nearfp_auroc,wrong_gt_response,wrong_nearfp_response,matched_minus_wrong_gt,matched_minus_wrong_nearfp,counterfactual_gt_nearfp_gap,counterfactual_gt_vs_nearfp_auroc,counterfactual_gt_vs_nearfp_conditional_auroc,counterfactual_gt_vs_nearfp_conditional_pairs,iou,precision,coverage,pred_area_ratio,fp_area_ratio,AddTP,AddFP,RemoveTP,RemoveFP,addtp_rate_vs_baseline_fn,removefp_rate_vs_baseline_fp
flickr,mean_cram,1,10007936344,0.7978537082672119,0.6755682229995728,0.5598868131637573,0.4869607985019684,0.12228548526763916,0.777374267578125,0.814559817314148,0.6784260272979736,-1.784680898708757e-05,1.4323275536298752e-05,-3.2170086342375726e-05,0.2920684814453125,0.24062214089661482,5465,0.7576507936507937,0.7673461513729021,0.9469131883827964,0.6198580994897959,0.12547831632653061,0,0,831,6697,0.0,0.5154313861309936
flickr,mean_cram,2,10008553263,0.7654159069061279,0.7693880200386047,0.658948540687561,0.5571808815002441,-0.003972113132476807,0.628448486328125,0.7624661326408386,0.7747464179992676,2.9576240194728598e-05,1.2866765246144496e-05,1.6709474948584102e-05,0.6374740600585938,0.5787192118226601,5075,0.41325650530333613,0.3745966266342859,0.8110054739268222,0.5990712691326531,0.26632254464285715,0,0,1593,5956,0.0,0.30829753092810186
flickr,mean_cram,3,10009662863,0.674601137638092,0.5527037978172302,0.5549362897872925,0.4535904824733734,0.12189733982086182,0.715850830078125,0.7216891646385193,0.6156719923019409,-7.336899216170423e-06,-1.6028763639042154e-05,8.691864422871731e-06,0.5567779541015625,0.5219919110212335,3956,0.6193296623633027,0.7757534775888717,0.7380930497601147,0.5157844387755102,0.10395408163265306,0,0,9303,8735,0.0,0.6261199913984661
flickr,mean_cram,4,10013411946,0.6829104423522949,0.622261643409729,0.4336756467819214,0.3992016315460205,0.06064879894256592,0.6213226318359375,0.6514997482299805,0.6010723114013672,-3.282475518062711e-07,-2.5792514861677773e-05,2.5464267309871502e-05,0.6153564453125,0.5593419506462984,5957,0.5944360118710496,0.6833072916666667,0.7106025727826676,0.3826530612244898,0.07190688775510204,523,51,4177,6802,0.13210406668350594,0.656627087556714
flickr,mean_cram,5,10016382545,0.7298048734664917,0.6960779428482056,0.7663682699203491,0.5115137100219727,0.03372693061828613,0.5512237548828125,0.7231111526489258,0.6738454699516296,1.7376431060256436e-05,4.2040144762722775e-05,-2.466371370246634e-05,0.4660797119140625,0.23450292397660819,6840,0.5971175790164754,0.617763115337344,0.8507795100222717,0.6161910076530612,0.19007095025510204,817,3451,1072,1645,0.1981086323957323,0.21277971801836762
flickr,mean_cram,6,10031203703,0.7953217029571533,0.5601052045822144,,0.40229323506355286,0.23521649837493896,0.8697662353515625,0.7882725596427917,0.5573045611381531,7.386446668533608e-06,9.066096026799642e-06,-1.6796493582660332e-06,0.4951171875,0.5864271457085828,2505,0.8630348676708876,0.9234115645166469,0.9059025481117515,0.6207549426020408,0.03142936862244898,0,261,2606,3676,0.0,0.7363782051282052
flickr,mean_cram,7,10035917404,0.7024328112602234,0.6733675003051758,0.553432047367096,0.4488387703895569,0.029065310955047607,0.5878143310546875,0.7008213996887207,0.6660223603248596,-2.5220695533789694e-05,-9.088924343814142e-06,-1.6131771189975552e-05,0.3841552734375,0.5061775327884432,5261,0.6234541877459246,0.8306185875833146,0.6989916495982353,0.5322464923469388,0.07663026147959184,0,0,4986,3782,0.0,0.4958699357545562
flickr,mean_cram,8,10045181004,0.7140322327613831,0.6950404047966003,,0.42561623454093933,0.018991827964782715,0.5721435546875,0.7128154039382935,0.707468569278717,1.1825930414488539e-05,-2.0503470295807347e-05,3.2329400710295886e-05,0.6521759033203125,0.6143857850674868,5853,0.6356135214266703,0.825117479038054,0.7200434197037007,0.43259725765306123,0.06584821428571429,0,0,3123,4229,0.0,0.5613965219699987
flickr,mean_cram,9,10060697266,0.7275571823120117,0.600029468536377,,0.34221309423446655,0.12752771377563477,0.7637939453125,0.7254147529602051,0.5961551666259766,3.9146299968706444e-05,1.2838991096941754e-05,2.630730887176469e-05,0.5778274536132812,0.35357917570498915,5532,0.7904125789096723,0.9640027627676431,0.8057937545635157,0.4905333227040816,0.011419802295918368,0,0,4203,1549,0.0,0.7299717247879359
flickr,mean_cram,10,10061269855,0.7040665149688721,0.6477912664413452,,0.36771029233932495,0.056275248527526855,0.577880859375,0.6918776035308838,0.6382774114608765,-5.2754367061425e-06,7.064845704007894e-07,-5.981921276543289e-06,0.40848541259765625,0.6185714285714285,4900,0.7049163350150168,0.9607210549663265,0.7187184167257478,0.4942004145408163,0.012934470663265306,804,0,829,411,0.08035178892664402,0.3877358490566038
flickr,mean_cram,11,10067897816,0.7984317541122437,0.8358094096183777,0.6678611040115356,0.5929966568946838,-0.03737765550613403,0.503326416015625,0.8272927403450012,0.8345766067504883,-0.00014075249782763422,-8.046089351410046e-05,-6.029160431353375e-05,0.216461181640625,0.17810989998876278,8899,0.3271398848405671,0.343221199404359,0.7953181978590754,0.5888871173469388,0.3636997767857143,0,763,1893,3369,0.0,0.16154399424598417
flickr,mean_cram,12,10069511285,0.8254510164260864,0.7554866075515747,,0.44967612624168396,0.06996440887451172,0.7039642333984375,0.8194706439971924,0.7593955993652344,-8.394834367209114e-06,-2.3911308744573034e-05,1.551647437736392e-05,0.6097412109375,0.7167173252279635,4935,0.8027436922652695,0.8318284424379232,0.9130155245413204,0.6974848533163265,0.08729272959183673,758,48,2594,1916,0.48311026131293816,0.3066581306017926
flickr,mean_cram,13,10079676496,0.7824456691741943,0.6421326398849487,,0.46692055463790894,0.1403130292892456,0.7918853759765625,0.7888043522834778,0.6380193829536438,-1.282754965359345e-06,1.270027678401675e-05,-1.3983031749376096e-05,0.4490509033203125,0.3056714952123742,4073,0.8373566444783062,0.7889526975970984,0.9411563215489733,0.6593789859693877,0.06851881377551021,0,0,1125,4243,0.0,0.5524020309855487
flickr,mean_cram,14,10080652613,0.765485405921936,0.4853731095790863,,0.31687217950820923,0.28011229634284973,0.896575927734375,0.7864612340927124,0.5279183983802795,-9.639277777750976e-06,-7.470709533663467e-05,6.506781937787309e-05,0.8925628662109375,0.7338187702265372,2472,0.8127358645358186,0.958975451095795,0.8344508086253369,0.5147082270408163,0.01580436862244898,22,0,4869,2902,0.014925373134328358,0.7853856562922868
flickr,mean_cram,15,10106776154,0.703726053237915,0.6375110149383545,,0.49587172269821167,0.06621503829956055,0.621185302734375,0.686049222946167,0.5866062641143799,-1.6587606296525337e-05,5.0033351726597175e-05,-6.662095984211192e-05,0.1146697998046875,0.09256449165402124,5272,0.6427890080884371,0.7938546945098925,0.742554379820973,0.6174864477040817,0.1024593431122449,2102,3536,1903,1533,0.20348499515972895,0.48852772466539196
flickr,mean_cram,16,10109936483,0.8371037244796753,0.6683721542358398,0.5434591770172119,0.44764748215675354,0.16873157024383545,0.81671142578125,0.8427044153213501,0.6818152666091919,-1.5025168977444991e-05,-1.5800051187397912e-05,7.748822099529207e-07,0.5518798828125,0.425929817188485,4759,0.7255390096839028,0.6945124617402711,0.9739698307579102,0.4557955994897959,0.11128826530612244,0,0,638,9723,0.0,0.6351995818906383
flickr,mean_cram,17,10110769444,0.767079770565033,0.784282922744751,0.6855700016021729,0.5308723449707031,-0.017203152179718018,0.5047454833984375,0.7576605677604675,0.7805474996566772,6.9962279667379335e-06,-4.751855158247054e-06,1.1748083124984987e-05,0.6349411010742188,0.6938712179984484,6445,0.6148552513139174,0.6522609659931,0.8663366336633663,0.6470025510204082,0.19923867984693877,0,733,2804,1019,0.0,0.09909559467081591
flickr,mean_cram,18,10111706074,0.6262533068656921,0.5561262965202332,0.49116456508636475,0.3511088490486145,0.07012701034545898,0.709625244140625,0.6232007741928101,0.5461387038230896,-2.3325446818489581e-07,1.0632593330228701e-05,-1.0865847798413597e-05,0.38872528076171875,0.2434876210979548,4645,0.6186418458311485,0.820451045650986,0.628051562856491,0.4012077487244898,0.007971938775510204,0,0,5047,5357,0.0,0.9305193677262463
flickr,mean_cram,19,10119607346,0.6737357378005981,0.7052024602890015,0.5755700469017029,0.5055410861968994,-0.03146672248840332,0.4713897705078125,0.6821343302726746,0.6647384166717529,-1.236941352544818e-05,7.769346120767295e-05,-9.006287291413173e-05,0.176361083984375,0.11998016856717898,6051,0.5101455216232834,0.6083057602647015,0.6219748957192012,0.5300542091836735,0.11363998724489796,62,693,3760,2216,0.008099281515349445,0.3067128027681661
flickr,mean_cram,20,10119736773,0.7398436069488525,0.41238707304000854,,0.319982647895813,0.327456533908844,0.9432091346153846,0.7256795763969421,0.3991381824016571,-2.2752376025891863e-05,4.839719258598052e-05,-7.114956679288298e-05,0.07752403846153846,0.33969465648854963,262,0.8652089220554747,0.9406711409395974,0.8655176199363267,0.6681481186224489,0.00025908801020408165,44,13,6154,56,0.01698841698841699,1.0
flickr,mean_cram,21,10129791115,0.7478331327438354,0.5878063440322876,,0.3830450177192688,0.16002678871154785,0.7500152587890625,0.7492587566375732,0.5934627056121826,1.892834006866906e-05,1.317858368565794e-05,5.749756383011118e-06,0.5746383666992188,0.39006282124500286,3502,0.6714221704453804,0.7832650330350422,0.8101818810960445,0.47660235969387754,0.09522480867346939,0,0,2984,2783,0.0,0.368073006216109
flickr,mean_cram,22,10129813456,0.7250964641571045,0.5109255313873291,,0.37771445512771606,0.2141709327697754,0.8785858154296875,0.7480252981185913,0.541784405708313,-9.910421795211732e-06,-3.532659320626408e-06,-6.3777624745853245e-06,0.4207305908203125,0.3330051685946345,4063,0.7688748296343659,0.9407683439018365,0.7964547783800743,0.48401626275510207,0.0205078125,0,0,6873,5410,0.0,0.8401925764870322
flickr,mean_cram,23,10163352444,0.7141386270523071,0.48865756392478943,,0.3199141025543213,0.2254810631275177,0.86846923828125,0.7225281000137329,0.4889441728591919,2.111693720507901e-05,1.8196757082478143e-05,2.9201801226008683e-06,0.48319244384765625,0.2978421351504827,3522,0.7925475210339002,0.964435396958448,0.8100035200053638,0.49930245535714285,0.01309390943877551,0,0,5188,4976,0.0,0.8833658796378484
flickr,mean_cram,24,10165890496,0.645321249961853,0.5756670236587524,0.40572017431259155,0.3241867125034332,0.06965422630310059,0.622100830078125,0.6557382941246033,0.5799607038497925,3.860308788716793e-05,3.79136145056691e-05,6.894733814988285e-07,0.529327392578125,0.17347242921013412,3355,0.5239492912008993,0.8553660028546184,0.5694441302232981,0.2932278380102041,0.0382453762755102,0,0,3683,6052,0.0,0.7592522895496173
flickr,mean_cram,25,10173808724,0.703607439994812,0.4866623878479004,,0.29139500856399536,0.21694505214691162,0.811309814453125,0.7202304601669312,0.5089388489723206,1.1855947377625853e-05,-1.653275467106141e-05,2.8388702048687264e-05,0.730926513671875,0.39265799256505574,2152,0.7654232626024475,0.977787737540337,0.7705272377938517,0.5558434311224489,0.00470344387755102,0,0,4122,3731,0.0,0.9405092009074868
flickr,mean_cram,26,10202025415,0.7203142046928406,0.5963292121887207,,0.3673790991306305,0.12398499250411987,0.7537384033203125,0.6992690563201904,0.5781212449073792,-2.749402483459562e-07,1.2536711437860504e-06,-1.5286113921320066e-06,0.50054931640625,0.639210716871832,5524,0.7751827372218558,0.9557207820227702,0.7906146601315266,0.6004264987244898,0.014449139030612245,1062,172,5036,700,0.22917565817867933,0.5586592178770949
flickr,mean_cram,27,10221582415,0.7780877351760864,0.7011599540710449,0.5002533197402954,0.5032556653022766,0.0769277811050415,0.6945037841796875,0.7779541015625,0.7592655420303345,4.3850261135958135e-05,-3.857281262753531e-05,8.242307376349345e-05,0.8090667724609375,0.7892462794047047,4166,0.7036671622917332,0.7920850930705459,0.8444592679062787,0.6370575573979592,0.11955915178571429,850,925,1384,3567,0.1864443957008116,0.4127994445087374
flickr,mean_cram,28,10234680056,0.6396717429161072,0.6082389950752258,,0.3038346469402313,0.03143274784088135,0.5798187255859375,0.6355994939804077,0.6102781295776367,1.7291131371166557e-06,-1.0592926628305577e-05,1.2322039765422232e-05,0.5597991943359375,0.700836820083682,5258,0.6540156458169645,0.8161394833319123,0.6809774489578146,0.4675143494897959,0.023098692602040817,377,0,7686,1739,0.07240253504897254,0.6000690131124914
flickr,mean_cram,29,10246013484,0.7138292193412781,0.5528790354728699,,0.3919447958469391,0.1609501838684082,0.7998809814453125,0.742477536201477,0.5961452722549438,9.884990504360758e-06,-2.4669867343618535e-05,3.455485784797929e-05,0.7178497314453125,0.5783825220390955,5218,0.7235283194057567,0.8465583173996176,0.7499037647239972,0.45862563775510207,0.01887356505102041,0,0,7579,2844,0.0,0.7501978369823266
flickr,mean_cram,30,10268129763,0.8149689435958862,0.6548817157745361,,0.48066526651382446,0.1600872278213501,0.8402252197265625,0.7988841533660889,0.6340067386627197,1.4818819181527942e-05,1.8857572285924107e-05,-4.038753104396164e-06,0.4232330322265625,0.25434874840899446,4714,0.794212962962963,0.7666116668385411,0.9685355684877964,0.5797791772959183,0.10072544642857142,105,75,502,5557,0.17326732673267325,0.5274297646165528
flickr,mean_cram,31,10278084464,0.7919060587882996,0.7673243284225464,0.6544778943061829,0.5419019460678101,0.024581730365753174,0.5605010986328125,0.7799012660980225,0.7584928274154663,-7.1709800977259874e-06,-1.4059134628041647e-05,6.88815453031566e-06,0.6511993408203125,0.7058625714605986,8921,0.634641651031895,0.6154372380065207,0.9796121678289276,0.6846301020408163,0.2337970344387755,1091,531,154,2932,0.7201320132013201,0.20747240305689216
flickr,hard_cram,0,10000130166,0.6246026754379272,0.5567185282707214,,0.35231414437294006,0.06788414716720581,0.5935211181640625,0.6238747239112854,0.5726264119148254,3.663832467282191e-05,-2.3477832655771635e-05,6.011615914758295e-05,0.695892333984375,0.7044244162228595,4882,0.5978754510389449,0.9500049426650851,0.600903520290127,0.40322066326530615,0.0032286352040816328,242,162,4082,0,0.0,0.952366950896795
