configuration,dataset,epoch,current_lambda_att_space,weighted_att_space_loss,total_loss,audio_backbone_grad_norm_weighted_att_space,audio_backbone_grad_norm_total,audio_backbone_grad_norm_ratio,audio_slot_branch_grad_norm_weighted_att_space,audio_slot_branch_grad_norm_total,audio_slot_branch_grad_norm_ratio,audio_query_projection_grad_norm_weighted_att_space,audio_query_projection_grad_norm_total,audio_query_projection_grad_norm_ratio,visual_backbone_grad_norm_weighted_att_space,visual_backbone_grad_norm_total,visual_backbone_grad_norm_ratio,visual_l4_key_projection_grad_norm_weighted_att_space,visual_l4_key_projection_grad_norm_total,visual_l4_key_projection_grad_norm_ratio,shared_slots_grad_norm_weighted_att_space,shared_slots_grad_norm_total,shared_slots_grad_norm_ratio,total_trainable_parameters_grad_norm_weighted_att_space,total_trainable_parameters_grad_norm_total,total_trainable_parameters_grad_norm_ratio,parameters_unchanged,buffers_unchanged,parameters_with_grad_after,rng_restored
EARLY_HIGH_LATE_LOW,vggss,50,10.0,0.00019388140935916454,0.40341657400131226,0.014554143105660751,8.031879943371191,0.0018120468941608934,0.0032929208457838947,0.2056760542986723,0.016010229567055348,0.0017795071462205602,0.007629501342025767,0.23324029529757304,0.013036836716916618,0.21864103014751893,0.05962667074913125,0.0016533756177407996,0.009315495472323894,0.1774865998781762,2.0663380373475185e-05,0.0025860973025768367,0.007990179002505288,0.019883745420141208,8.042268961413097,0.002472404928949925,True,True,0,True
EARLY_HIGH_LATE_LOW,vggss,60,10.0,0.00018614351574797183,0.39590591192245483,0.013818500312507913,3.7582179310339168,0.0036768757336812165,0.0028128928011214287,0.15590794515613823,0.018042010612649272,0.0015610323146514396,0.006996653444413028,0.22311128124758625,0.013118203138805067,0.1962258920435303,0.06685255957877415,0.0014353243335204968,0.0068916335096524586,0.20827055462277605,1.7757592566839746e-05,0.001751520830235807,0.010138385025264391,0.0193135649157334,3.7710042019775343,0.0051215972937924984,True,True,0,True
EARLY_HIGH_LATE_LOW,vggss,80,10.0,0.0001935318869072944,0.37066328525543213,0.012031393939773127,2.689435806995895,0.004473575427408227,0.003343271855910756,0.18692055544794398,0.01788605778471457,0.0018765259801052214,0.006165635962385589,0.30435238007058873,0.011336356373521065,0.15384222237409373,0.0736881994975416,0.0016399723543826534,0.006194114429536367,0.2647630057168064,2.179075881156881e-05,0.001861067084356339,0.011708744398860037,0.016945147216373673,2.7056316225775157,0.006262917344314834,True,True,0,True
EARLY_HIGH_LATE_LOW,vggss,100,10.0,0.0001647704339120537,0.36713194847106934,0.014856131595906274,3.478609045751504,0.004270710332926346,0.0037170331895012188,0.10821856103435146,0.03434746455635264,0.002088428628969022,0.0032036289480668165,0.6518946676322673,0.012122337784476009,0.1505009166431271,0.0805466043315893,0.0017783382139229954,0.006394509191011167,0.27810394207341527,2.384373212317154e-05,0.0013390087070135216,0.017807003031776222,0.01961239832718519,3.4877351032934967,0.005623247679750512,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,1,100.0,0.00016873587446752936,7.29479455947876,0.0008849961504463288,24.843553252924654,3.562276866905538e-05,0.0023713331189303445,10.155887979716349,0.0002334934299852667,0.001704809611662651,0.004380909517392839,0.38914513173695253,0.0044375899944469315,6.89468739960209,0.000643624538322418,0.0018590514403083649,0.08369632707477243,0.02221186407170912,1.2440861149004808e-05,0.08106901432868015,0.00015346012594173218,0.005436912494707196,29.444095900569653,0.00018465204409967378,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,5,100.0,0.0003981161571573466,5.192789554595947,0.008328308490579254,139.6059803266244,5.9655814679959626e-05,0.007186433698551831,13.228368164828867,0.0005432592749919323,0.004809753525216719,0.2998522245512554,0.016040413014773287,0.03537279931316593,28.718870108993936,0.001231691886864551,0.005152532851045262,0.6403557641689188,0.0080463597571022,4.4027916082882014e-05,0.11061621048460342,0.0003980240860683995,0.037400684370941996,143.54109853430074,0.000260557322974677,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,10,100.0,0.0004884138470515609,1.7857297658920288,0.042578368696157255,300.66933384935936,0.0001416119434298199,0.011049558382858567,35.613038657619214,0.00031026721670924487,0.006057629956621398,1.5140222943678925,0.0040010176726931685,0.038300030944884544,39.56408950678401,0.0009680503563292241,0.006777799785022561,0.6251334175557891,0.010842165199730094,8.165859719229022e-05,0.3267924635277275,0.0002498790709875469,0.05871925221671357,305.7169329131855,0.00019207065718334908,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,20,100.0,0.0009093249100260437,0.4616588056087494,0.08174024863604452,94.97328929514514,0.0008606656591836299,0.017203030943533166,8.26786247936682,0.0020807108229560865,0.007698307184582287,0.2592803179036913,0.02969105887710344,0.051750296858902936,16.25166944756595,0.0031843065123780575,0.007798521191898055,0.26391967597647314,0.02954884346161329,0.00014364961764558315,0.06623476691151457,0.0021687947937571984,0.09857206033637002,96.87338692482692,0.0010175349852572023,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,21,95.5,0.0009570922702550888,0.44558534026145935,0.0824634344859666,112.90635407674739,0.0007303701829740412,0.01643715177444519,5.435795989631335,0.0030238720889812056,0.007916563490730024,0.23515545917770886,0.033665233707008045,0.06438570448962377,10.241477291282399,0.006286759483851314,0.008033809131819617,0.12574399041084713,0.06389020346425002,0.00012233002800943825,0.042597174648306736,0.0028717873665696078,0.1062100294068478,113.56045310916625,0.0009352730329875192,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,25,77.5,0.0008369895513169467,0.41831064224243164,0.07726441585138542,55.739840906866306,0.0013861613989979333,0.017219531839296927,4.613799410371205,0.0037321804239226325,0.008647778193977636,0.19188793064248275,0.04506681668293528,0.04696718239918498,8.254684799916625,0.005689760849457714,0.008876055465390872,0.11491319203220918,0.07724139681739715,0.0001235253164084288,0.038257545435399616,0.003228783106688866,0.09247328138651825,56.62253204349669,0.0016331534117103744,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,30,55.0,0.0005145527538843453,0.39827585220336914,0.0601851153808283,1.8571137797485533,0.03240787723245731,0.009914140680904,0.40284667250621464,0.02461020869106582,0.0046845367746343475,0.008598501953415983,0.544808479368721,0.03006061836788104,0.12982332989260095,0.23155020282192545,0.00477561261413632,0.006125015912319778,0.779689829662487,7.190423745335301e-05,0.004355405857958913,0.016509193352313788,0.06816937023092524,1.9076546358027648,0.035734649737688494,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,35,32.5,0.00033508214983157814,0.3898191452026367,0.048026179823639985,1.8300081681928138,0.026243696972697662,0.007019968803862352,0.2746039738681279,0.025563973838222617,0.0031458571798150393,0.0053075345593011245,0.5927153453404094,0.02036559027821316,0.10101715086377226,0.20160527300434145,0.002990764381348519,0.004544859204524012,0.6580543524238152,5.2066823677358726e-05,0.0028724990199564594,0.018125967423314203,0.052721202786649934,1.8586689661520086,0.02836503096932315,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,40,10.0,0.0001034885790431872,0.38729292154312134,0.01706702653857894,2.2047195822897634,0.007741132557477372,0.0018547319688002523,0.2623122646965937,0.007070702435276816,0.0008748929511141334,0.004734431211370769,0.18479367676271088,0.005964580835558082,0.12263500199045194,0.048636855210177535,0.0008576296766729105,0.003444196782963325,0.24900716494079475,1.3810299806053711e-05,0.00262622816975283,0.005258606224643031,0.018194408034506566,2.2267939188706096,0.008170674385408002,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,41,10.0,0.00012034695100737736,0.3922022879123688,0.021364354533918793,4.08642553005263,0.00522812770642572,0.002258761896669484,0.2754388139342593,0.008200594042640615,0.001066156916688141,0.004928988183677644,0.21630340279622065,0.0066721742684279755,0.1567384720471617,0.04256883572514212,0.0009932290193678352,0.0038218438206977733,0.259882157855057,1.588613172262183e-05,0.0028723319973047072,0.005530743567247122,0.022517646789401657,4.102655228933845,0.005488554492854088,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,50,10.0,0.00012164973304606974,0.3748812973499298,0.011673916630822127,1.9373975792311333,0.006025565818787157,0.0025132855377031993,0.17488997166466644,0.01437066696144131,0.0012455625046697346,0.0053802231124279965,0.23150759334888013,0.0063469819029717284,0.12445249460503326,0.05099923406970451,0.001120889525945401,0.0030498566624853414,0.36752203451570126,1.6804580969609206e-05,0.0016717721037106332,0.010051956796179411,0.013569880133805425,1.9538335673712086,0.0069452589823482845,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,60,10.0,0.0001627622841624543,0.3770093023777008,0.014268085756076635,37.81676781697935,0.0003772952206050256,0.0027470659898713493,4.061883898088087,0.0006763034244193208,0.001329732512122942,0.19183162211304786,0.006931769108079525,0.007694669723514552,13.27074329328673,0.0005798220607135453,0.0011963500420495714,0.2240583842222304,0.005339456705434608,1.9137363409655836e-05,0.034939638368161455,0.0005477264305788272,0.016485374529879575,40.440561759246066,0.0004076445482637258,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,80,10.0,0.00012508330109994859,0.3543676435947418,0.01620019340641177,1.245302301247705,0.01300904478387883,0.0025161609175665955,0.07009061838673643,0.035898683382237666,0.0012805455003096274,0.0017383727583011172,0.736634587408312,0.006486914454189587,0.11850375880363034,0.05474015777747736,0.0011436542112933774,0.003560432026261685,0.32121220192847144,1.705137765834423e-05,0.0007251845102680085,0.023513157539078358,0.01766833535600234,1.2594512775738316,0.014028597747762064,True,True,0,True
EARLY_HIGH_LATE_LOW,flickr,100,10.0,0.00010850210674107075,0.3433378338813782,0.009491996670566324,1.527599584764372,0.006213668009096915,0.0019306989329927469,0.06094293763923454,0.03168043759869723,0.0010069264264006472,0.0017454754278289255,0.5768780297733634,0.0051766021068602825,0.11283910359432645,0.04587595914821399,0.0008590572183112866,0.002430808421141465,0.3534039171850838,1.4294622848152668e-05,0.00044397884721166956,0.03219663032536546,0.011016454580775744,1.536042476937397,0.007171972615453627,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,1,0.0,0.0,7.522577285766602,0.0,72.33096611694744,0.0,0.0,25.563311488145203,0.0,0.0,0.016184636188686742,0.0,0.0,20.518492980410077,0.0,0.0,0.321454299296526,0.0,0.0,0.2173998240817603,0.0,0.0,82.90228707548184,0.0,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,5,0.0,0.0,4.078354835510254,0.0,140.59933041060515,0.0,0.0,14.25049896527084,0.0,0.0,0.7540966050568725,0.0,0.0,42.70683818545788,0.0,0.0,1.5345692329735519,0.0,0.0,0.12031013994255389,0.0,0.0,148.3852027054731,0.0,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,10,0.0,0.0,2.009295701980591,0.0,237.0481996665197,0.0,0.0,42.99987816741368,0.0,0.0,1.7665566206192655,0.0,0.0,62.35081606026969,0.0,0.0,2.547699411995179,0.0,0.0,0.4041393913163197,0.0,0.0,249.94291042115384,0.0,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,20,0.0,0.0,0.445032000541687,0.0,8.124383447377634,0.0,0.0,0.8217642235341833,0.0,0.0,0.032052992355678066,0.0,0.0,1.4144428701510654,0.0,0.0,0.02322407662947875,0.0,0.0,0.007724841082132435,0.0,0.0,8.311530838485425,0.0,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,21,5.0,0.0003945347561966628,0.4375836253166199,0.01724009229658596,7.223307969570643,0.00238673089520899,0.008475356543681319,0.3001269259636696,0.028239240835988916,0.0039447402896922975,0.008844868989879939,0.4459919410632052,0.006165154503770436,0.35446195662638674,0.01739299348914698,0.003150006146802506,0.009970366508369924,0.31593684583632925,7.229907665684439e-05,0.003252039207376644,0.022231920350349866,0.020420668865030772,7.242499978748904,0.002819560776658158,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,25,25.0,0.001100830384530127,0.42829158902168274,0.06875403819042773,41.92410778994353,0.0016399642548127963,0.02844885831766926,3.6747133298859014,0.007741789838758618,0.012249029154146265,0.2410104667569104,0.050823639814988365,0.024061225665433884,5.730599397884876,0.004198727566667898,0.00965538653066356,0.10763835906137467,0.08970209704765585,0.0002524876813935998,0.03041779512989261,0.008300656911755279,0.0787963172264485,42.574268124745046,0.0018507967534654717,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,30,50.0,0.0013138310750946403,0.4166334271430969,0.08990635109193332,4.549669065514949,0.01976107488198982,0.021605191467277338,0.3641394897876593,0.059332184707065534,0.011459530271500476,0.017726628527427964,0.6464585328858772,0.05592343481513396,0.4529782952016788,0.12345720624453277,0.010640018218757145,0.013080045091747898,0.8134542460145185,0.000136224469439279,0.0037320935269524046,0.036500818754673044,0.10858509803995178,4.591566270925753,0.02364881428969012,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,35,75.0,0.0016851606778800488,0.4115791320800781,0.1287129487022348,4.408653305214461,0.02919552520720254,0.035963956681043074,0.4197548864168276,0.08567847056637774,0.015740653882091057,0.017068839789833246,0.9221865150169442,0.07034732292477416,0.30447475438001054,0.23104484661721295,0.013430837982440862,0.01971615030983511,0.6812099609049885,0.000310589743833589,0.004416773720887477,0.07032050165813354,0.15162417847257734,4.445557682307371,0.034106897111240715,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,40,100.0,0.0018340878887102008,0.4017432928085327,0.13868078889740046,3.3689804736750544,0.041164022760297944,0.034910520373691925,0.1912206103316304,0.18256672391623832,0.018690668952784102,0.01928887329002969,0.9689870772014568,0.11322239304969156,0.22909944594869566,0.494206315429293,0.017167216345720368,0.019310708096441996,0.8889998367276047,0.00023896132472994299,0.00212182205463096,0.11262081289794292,0.18320926865023887,3.38763775148239,0.054081717730892154,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,41,100.0,0.001597960595972836,0.40679308772087097,0.12691654070007916,4.208479279598551,0.030157340043303154,0.03263169521406254,0.21108467261602828,0.1545905479990314,0.018275437869018744,0.02015812080825913,0.9066042436170131,0.12292136835379082,0.503817332257948,0.24398003102166538,0.016444628452104176,0.02643453930544494,0.6220887098302808,0.00020386735156733806,0.0034316414242177933,0.05940811591479123,0.18042531190447947,4.256058606860494,0.04239258162789465,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,50,100.0,0.0019839387387037277,0.3909178376197815,0.1664353285794251,3.9171079191037412,0.042489339588444135,0.03874689088414863,0.2764167076632668,0.1401756471653307,0.020690549436454854,0.02191608750027527,0.9440804356731509,0.18431087271927923,0.45685343928702393,0.4034354496849485,0.018638723786094706,0.028136648213468986,0.6624358254765375,0.0002551931083994922,0.0031999223980683548,0.0797497803302326,0.25203267468314133,3.96220905257324,0.06360913100216056,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,60,100.0,0.0016405136557295918,0.3933145999908447,0.13478393420104998,3.958023269571534,0.034053345577123556,0.03130700270993436,0.23180549422300076,0.13505720740027605,0.016272909240497277,0.01744218255084992,0.9329629014100287,0.10580348592429263,0.4074525323577765,0.25967070400026104,0.014702568164170862,0.029627031890295315,0.49625518405340524,0.00022256103790070859,0.003175411837929659,0.07008887325170633,0.17480773614996095,3.9951444335608137,0.043755047923039324,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,80,100.0,0.0015600724145770073,0.3716109097003937,0.13831005487984258,4.070711358995153,0.0339768759517133,0.028617594873282592,0.10450573892273654,0.2738375439282467,0.015444114585783307,0.01569815364237207,0.9838172651790791,0.1366161599520022,0.2399434899135444,0.5693680624577807,0.013610132939029646,0.016239952351703814,0.8380648319305983,0.00019030803554084447,0.0013397999882621817,0.14204212350057246,0.19697242516087224,4.082440187718656,0.04824869835285839,True,True,0,True
EARLY_LOW_LATE_HIGH,vggss,100,100.0,0.0012576091103255749,0.3611289858818054,0.10150373675958362,2.2953563771547207,0.04422134086444627,0.02875717933067436,0.08327220033811561,0.34533949161382005,0.01704225983080812,0.017387038625299958,0.9801703554640802,0.08936848083670973,0.17408371130176972,0.5133649792270246,0.013311419343988863,0.01557085286778586,0.8548933996206223,0.00018224312891607517,0.0009557262042941433,0.19068549957776487,0.13890512258790771,2.3069804980054767,0.0602107918588559,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,1,0.0,0.0,7.2855448722839355,0.0,20.408298201345897,0.0,0.0,10.219092713151106,0.0,0.0,0.003804147317745236,0.0,0.0,7.6340340443912655,0.0,0.0,0.08288607807939882,0.0,0.0,0.08144963227852617,0.0,0.0,26.09482611623824,0.0,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,5,0.0,0.0,5.110501289367676,0.0,191.65276848170978,0.0,0.0,24.294682849399184,0.0,0.0,0.4320655215916594,0.0,0.0,32.04397076562231,0.0,0.0,0.7932165367046556,0.0,0.0,0.20411171043757703,0.0,0.0,196.47058859835911,0.0,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,10,0.0,0.0,1.700627326965332,0.0,418.46323950865593,0.0,0.0,39.90990276887748,0.0,0.0,1.0052204361946302,0.0,0.0,35.72327612996836,0.0,0.0,0.6311526850714608,0.0,0.0,0.3525888613877815,0.0,0.0,422.1825429067911,0.0,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,20,0.0,0.0,0.5156863927841187,0.0,117.52545770750493,0.0,0.0,12.32228058243255,0.0,0.0,0.5993291342870725,0.0,0.0,23.634717853215488,0.0,0.0,0.26176473420334173,0.0,0.0,0.08166747381803242,0.0,0.0,120.76132904777634,0.0,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,21,5.0,0.0003346154117025435,0.4048997759819031,0.014542516573559365,7.970227889006217,0.0018246048640110843,0.0069524293625018545,0.6772668845344787,0.0102654205029829,0.0034333493952848405,0.02019055731455124,0.1700472820846998,0.004720223479060501,1.0080303755052207,0.0046826202798601795,0.0030089887278102706,0.009977147652842626,0.3015880722835028,5.9643095995196314e-05,0.0057588285131398576,0.010356810564640445,0.017063841014916058,8.069227662864362,0.0021146808254579263,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,25,25.0,0.0005423036636784673,0.4860910475254059,0.03233315034268884,217.37994925805992,0.0001487402607878282,0.011523755036866146,13.90131816563523,0.0008289685121625824,0.00588524003410192,1.0580606279434912,0.005562289984776445,0.01481795168781502,25.60690663071442,0.0005786701182422763,0.005264192918043878,0.2548605410493178,0.020655190075126437,9.471045828353004e-05,0.09671557367313545,0.0009792679160714978,0.037756653554590444,219.500610271468,0.00017201161084652396,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,30,50.0,0.0006545177893713117,0.4324515759944916,0.057288410503535114,164.34918830199052,0.00034857738632859995,0.01057320849224645,9.11716191695914,0.001159703928541371,0.004823723910147035,0.7091518656138265,0.0068021028273893384,0.022273989284672856,20.76777370763694,0.0010725265788350227,0.004703808478187603,0.2401381706599689,0.019587925006843324,8.595341114423977e-05,0.05778989930041475,0.0014873431548294038,0.06254631613062771,165.99092442957183,0.00037680563769114416,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,35,75.0,0.0008634667610749602,0.4024975299835205,0.06576019902508319,17.21745572494417,0.0038193912082961153,0.020780857186604784,1.2709066508960158,0.01635120657519377,0.009940825873523152,0.056273789309262925,0.1766510838414465,0.036623928276602616,2.6289060765415107,0.013931242581617726,0.009678488129276828,0.04911226098744741,0.19706867357529073,0.00016715792933491024,0.010039703082801488,0.016649688535571375,0.07868583983587966,17.484034046673692,0.004500439636860866,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,40,100.0,0.0010060402564704418,0.39563071727752686,0.11663720779758291,3.7687687969030317,0.030948358491345515,0.020090849064989147,0.2779489894475577,0.07228250444388655,0.00927767941219041,0.010361829046392948,0.8953708239883275,0.042271818769647376,0.14595249199946841,0.28962724918401334,0.009865499656376295,0.01067203507001687,0.9244253406896155,0.00014878817734622894,0.002802396278931571,0.05309319685146815,0.12606480360887282,3.785154137375745,0.033305064743345034,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,41,100.0,0.0011077228700742126,0.5045576095581055,0.09437034378530322,279.95018840548784,0.00033709691114268577,0.02200503153510024,19.460452305888058,0.0011307564279192603,0.010554905779415577,0.9312487723835272,0.011334141952626694,0.04874872320157113,35.352204424090765,0.0013789443684125656,0.010979665748907326,0.39988844139814334,0.027456821983879547,0.0001651981897791331,0.15838935863661857,0.0010429879330283328,0.10902892681116638,282.9261513988822,0.0003853617853001225,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,50,100.0,0.0008164739701896906,0.3753054141998291,0.07046450690794909,1.7921392988691798,0.039318655057880875,0.018087312869560754,0.1293727438470823,0.13980775495339284,0.008910360368144946,0.009166149196397312,0.9720941887652237,0.038853194641221264,0.15402947784170098,0.2522451882937575,0.008705319833228345,0.008826126835938143,0.986312568815099,0.00012754430244259852,0.0011785081251305814,0.10822522103548594,0.0829335681232848,1.8093260057712761,0.04583671923064312,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,60,100.0,0.0006402902072295547,0.36362600326538086,0.06151385112547476,5.282472585166736,0.011644897372150109,0.010270358668025593,0.3196066304050177,0.0321343729789913,0.004962691515067838,0.011207648082968646,0.4427950875943761,0.029381897467446356,1.2479299563874886,0.023544508501484825,0.005141690569459643,0.012375191849166902,0.41548370576495725,7.495993851714745e-05,0.0027139168322671704,0.027620573187169605,0.06913181705218747,5.4443132411266575,0.012697986686355411,True,True,0,True
EARLY_LOW_LATE_HIGH,flickr,80,100.0,0.000614322314504534,0.35421302914619446,0.06216051579626484,1.7381086398236156,0.03576330867473115,0.013213741136606338,0.07488468833468562,0.17645451200081244,0.006728835110422293,0.007021300585112775,0.9583459685134487,0.04335676567200712,0.12244687884594063,0.3540863277225984,0.006641741734179825,0.007948516203710246,0.8355951680948912,8.677596001437536e-05,0.0007480832291589844,0.11599773463165794,0.0772178893814588,1.7481326507907515,0.044171641863954565,True,True,0,True
