dataset,model,sample_index,sample_id,gt_response,nearfp_response,farfp_response,background_response,gt_nearfp_gap,gt_vs_nearfp_auroc,wrong_gt_response,wrong_nearfp_response,matched_minus_wrong_gt,matched_minus_wrong_nearfp,counterfactual_gt_nearfp_gap,counterfactual_gt_vs_nearfp_auroc,counterfactual_gt_vs_nearfp_conditional_auroc,counterfactual_gt_vs_nearfp_conditional_pairs,iou,precision,coverage,pred_area_ratio,fp_area_ratio,AddTP,AddFP,RemoveTP,RemoveFP,addtp_rate_vs_baseline_fn,removefp_rate_vs_baseline_fp
flickr,cram_c3_stage1,1,10007936344,0.7889217138290405,0.6336994171142578,0.5709747672080994,0.4192711412906647,0.15522229671478271,0.8035812377929688,0.7963047027587891,0.6212858557701111,-0.00012222927762195468,8.780874486546963e-05,-0.00021003802248742431,0.215545654296875,0.31350020517029137,4874,0.7475070646701529,0.7817616685916163,0.9130891921917156,0.5866948341836735,0.11126833545918367,0,0,1782,7410,0.0,0.5703070884322328
flickr,cram_c3_stage1,2,10008553263,0.7762175798416138,0.8545525074005127,0.6954560279846191,0.5617798566818237,-0.07833492755889893,0.533172607421875,0.7625159621238708,0.8395476341247559,2.8514266887214035e-05,8.525361045030877e-05,-5.6739343563094735e-05,0.490570068359375,0.4600827912477824,10146,0.4076209013325348,0.3737900734536967,0.7843560933448573,0.5806361607142857,0.2557397959183674,0,40,1987,6527,0.0,0.3378539261866556
flickr,cram_c3_stage1,3,10009662863,0.6392345428466797,0.5457034111022949,0.5642590522766113,0.44908657670021057,0.09353113174438477,0.664093017578125,0.6792421340942383,0.5993649959564209,-6.78870637784712e-05,-7.934850145829841e-05,1.1461437679827213e-05,0.51806640625,0.5986348122866895,4395,0.5554756662023098,0.7358614120728658,0.6816602635980956,0.5021723533163265,0.12314652423469388,0,0,10949,7772,0.0,0.5570926815282059
flickr,cram_c3_stage1,4,10013411946,0.6504428386688232,0.5483317375183105,0.3987351953983307,0.3327670395374298,0.1021111011505127,0.6328277587890625,0.6327162384986877,0.5478745102882385,2.163957105949521e-06,-0.00011366356193320826,0.00011582751903915778,0.588592529296875,0.5046749293324636,4599,0.5701037756679178,0.7823715574708774,0.6293297224102912,0.2959781568877551,0.03822544642857143,267,131,6580,8572,0.06744127304874968,0.8274930012549474
flickr,cram_c3_stage1,5,10016382545,0.6672767400741577,0.6520074009895325,0.7320295572280884,0.4550386071205139,0.015269339084625244,0.507171630859375,0.6796847581863403,0.6615973711013794,9.819713159231469e-05,9.930168016580865e-05,-1.1045485734939575e-06,0.490447998046875,0.3433208489388265,6408,0.5317026948896669,0.6154403836859129,0.7373496659242762,0.5360530931122449,0.17305086096938777,329,3447,3751,2495,0.07977691561590688,0.32272668477557886
flickr,cram_c3_stage1,6,10031203703,0.7657588720321655,0.5751162767410278,,0.36361220479011536,0.1906425952911377,0.8412628173828125,0.7615514397621155,0.5693433284759521,1.5340869140345603e-05,2.8457514417823404e-05,-1.31166452774778e-05,0.4404144287109375,0.47541517421035495,3071,0.8309459379963527,0.9039870724136828,0.8898075529937951,0.6228276466836735,0.044822225765306124,0,189,3174,2932,0.0,0.5873397435897436
flickr,cram_c3_stage1,7,10035917404,0.6229044198989868,0.6254879832267761,0.48595505952835083,0.3949064612388611,-0.0025835633277893066,0.53045654296875,0.6351191997528076,0.6165492534637451,-0.0001754694094415754,-3.046749043278396e-05,-0.00014500191900879145,0.31097412109375,0.2709908475925189,5026,0.5394645541806407,0.8472121322193971,0.5879628170789349,0.43893494897959184,0.05685985331632653,0,0,8676,4774,0.0,0.6259341811983742
flickr,cram_c3_stage1,8,10045181004,0.691839873790741,0.6966019868850708,,0.34890472888946533,-0.004762113094329834,0.526031494140625,0.6914822459220886,0.7162949442863464,8.864334085956216e-05,-0.00011047122825402766,0.00019911456911358982,0.67822265625,0.6377749029754204,4638,0.5907371545436447,0.8355946956121039,0.656119967033188,0.38924984056122447,0.05486686862244898,0,3,4747,4783,0.0,0.6349395990973052
flickr,cram_c3_stage1,9,10060697266,0.691801130771637,0.5842369794845581,,0.2638424038887024,0.10756415128707886,0.6916046142578125,0.6875168085098267,0.5655412673950195,0.0001453204604331404,0.00019233998318668455,-4.701952275354415e-05,0.4419708251953125,0.33414882772680937,4905,0.6992556327121946,0.9614644868800659,0.7130291555585743,0.43520806760204084,0.011559311224489796,0,0,6986,1542,0.0,0.7266729500471254
flickr,cram_c3_stage1,10,10061269855,0.6537509560585022,0.5484840273857117,,0.2514452338218689,0.10526692867279053,0.652069091796875,0.6482707262039185,0.5561861991882324,-4.2544845200609416e-05,-0.00012322870315983891,8.06838579592295e-05,0.580474853515625,0.6830830830830831,4995,0.6622621325578942,0.9884636142844293,0.6630413467485254,0.4431202168367347,0.0007772640306122449,489,0,2467,1021,0.048870677593443934,0.9632075471698113
flickr,cram_c3_stage1,11,10067897816,0.7033243179321289,0.7891228199005127,0.5456245541572571,0.4641738831996918,-0.08579850196838379,0.406890869140625,0.7198090553283691,0.7814783453941345,-0.0005483810673467815,-0.0004655284865293652,-8.285258081741631e-05,0.3687744140625,0.24515555555555554,5625,0.3424390034548615,0.40846728780587693,0.6257303062384817,0.38930963010204084,0.21023995535714285,0,42,4207,10348,0.0,0.49618796451690245
flickr,cram_c3_stage1,12,10069511285,0.7887580990791321,0.7154093980789185,,0.381754994392395,0.07334870100021362,0.6889190673828125,0.7806086540222168,0.7332949042320251,-3.766216104850173e-05,-0.00023447746934834868,0.00019681530829984695,0.7491912841796875,0.8112970711297071,4780,0.767568710359408,0.8481653376526289,0.8539909048141759,0.6398278061224489,0.07154815051020408,72,25,4011,2683,0.045889101338432124,0.42941741357234314
flickr,cram_c3_stage1,13,10079676496,0.7285752892494202,0.5825649499893188,,0.3965359926223755,0.14601033926010132,0.7739105224609375,0.7392104864120483,0.5782601833343506,-1.7323334759566933e-05,5.529246118385345e-05,-7.261579594342038e-05,0.4499053955078125,0.18286516853932586,3560,0.8222739553773216,0.8311291264470475,0.8723791667417837,0.5801777742346939,0.033681441326530615,0,0,3351,5991,0.0,0.7799765655513605
flickr,cram_c3_stage1,14,10080652613,0.7253444194793701,0.43163153529167175,,0.22341500222682953,0.29371288418769836,0.89385986328125,0.7474590539932251,0.47904083132743835,-7.145785639295354e-05,-0.0002575487014837563,0.00018609085236676037,0.78436279296875,0.5280948200175593,2278,0.7558223803406133,0.9622756248951518,0.7730626684636118,0.47520727040816324,0.01349250637755102,0,0,6713,3018,0.0,0.8167794316644114
flickr,cram_c3_stage1,15,10106776154,0.6464408040046692,0.590779185295105,,0.4060114324092865,0.05566161870956421,0.6165924072265625,0.6477577686309814,0.5636560320854187,-4.765424091601744e-05,0.00020043569384142756,-0.0002480899274814874,0.1728363037109375,0.2297029702970297,3535,0.5901234902604005,0.8151213301378071,0.657146738720244,0.5322066326530612,0.07497608418367346,1500,2369,4201,1745,0.1452081316553727,0.5560866794136392
flickr,cram_c3_stage1,16,10109936483,0.7460525631904602,0.593765377998352,0.4878837764263153,0.3444925844669342,0.15228718519210815,0.7556610107421875,0.7591138482093811,0.6112383604049683,-0.00010867450328078121,-8.303864888148382e-05,-2.5635854399297386e-05,0.491973876953125,0.33506089660533817,3859,0.7160779297451539,0.7396209156969358,0.8925067451557518,0.39219945790816324,0.080078125,0,0,2263,11289,0.0,0.7375057163389299
flickr,cram_c3_stage1,17,10110769444,0.6984928846359253,0.7471091747283936,0.7335166335105896,0.47203293442726135,-0.04861629009246826,0.4859161376953125,0.6880435943603516,0.7264156937599182,-6.43708772258833e-05,9.574825526215136e-06,-7.394570275209844e-05,0.33736419677734375,0.3527097902097902,4576,0.5633183856502242,0.6564132933881418,0.770927092709271,0.5721061862244898,0.1795280612244898,0,729,5573,2004,0.0,0.19488476125644266
flickr,cram_c3_stage1,18,10111706074,0.6011809706687927,0.5264829993247986,0.46828678250312805,0.30967283248901367,0.07469797134399414,0.70068359375,0.6103472709655762,0.5284335017204285,1.890293788164854e-07,4.3947555241174996e-05,-4.375852586235851e-05,0.4029541015625,0.2342436974789916,3808,0.594770253929867,0.8368779242875373,0.5985246026313789,0.3748405612244898,0.003308354591836735,0,0,6136,5591,0.0,0.9711655376063922
flickr,cram_c3_stage1,19,10119607346,0.5513275861740112,0.630713939666748,0.4699644446372986,0.40968137979507446,-0.07938635349273682,0.4042510986328125,0.5576729774475098,0.5889154076576233,-9.098229929804802e-05,0.0003457332495599985,-0.00043671554885804653,0.1866912841796875,0.16896318048339734,4427,0.37523555407320935,0.5922250881718166,0.4325202314360956,0.3786073022959184,0.07914142219387756,0,118,9566,3372,0.0,0.46671280276816607
flickr,cram_c3_stage1,20,10119736773,0.6623599529266357,0.38379785418510437,,0.2255849689245224,0.27856209874153137,0.8856169871794872,0.6415929794311523,0.3569217622280121,-9.706967830425128e-05,0.00020928432059008628,-0.00030635399161837995,0.08153044871794872,0.08542713567839195,398,0.7472280162476671,0.9514590249868949,0.7472280162476671,0.5702925701530612,0.0,0,0,11007,56,0.0,1.0
flickr,cram_c3_stage1,21,10129791115,0.760579526424408,0.6130792498588562,,0.39748522639274597,0.14750027656555176,0.724273681640625,0.7484784126281738,0.6037710309028625,-1.3522861991077662e-05,-1.7234815459232777e-05,3.711953468155116e-06,0.5725250244140625,0.5849673202614379,4284,0.6622221436276503,0.7717736284571947,0.8098791063820584,0.4835180165816326,0.10273836096938775,31,0,3045,2406,0.011227816008692503,0.31821187673588147
flickr,cram_c3_stage1,22,10129813456,0.6995732188224792,0.4779559373855591,,0.3420256972312927,0.22161728143692017,0.8510894775390625,0.7206912636756897,0.5179077982902527,-3.7732228520326316e-05,-5.638091533910483e-05,1.8648686818778515e-05,0.4796295166015625,0.3389664462405094,4083,0.7167126347315521,0.9474991052254832,0.738274101057989,0.4454719387755102,0.017199457908163265,0,0,8641,5576,0.0,0.865972977170368
flickr,cram_c3_stage1,23,10163352444,0.6907027363777161,0.43145081400871277,,0.2672923505306244,0.2592519223690033,0.882965087890625,0.7026187181472778,0.43445876240730286,8.685269131092355e-05,4.464676749194041e-05,4.220592381898314e-05,0.5149307250976562,0.2475710687297589,2779,0.7527293209416365,0.9785286643407848,0.7616118272180225,0.462711256377551,0.00701530612244898,0,0,6719,5281,0.0,0.9375110953310847
flickr,cram_c3_stage1,24,10165890496,0.6379152536392212,0.5835886001586914,0.40284985303878784,0.27483198046684265,0.054326653480529785,0.6107330322265625,0.6441279649734497,0.5805091857910156,0.00011390214058337733,0.0001664861338213086,-5.258399323793128e-05,0.5119094848632812,0.19380888290713325,2972,0.5292544923210843,0.8512,0.5777244858713604,0.2989477040816326,0.040338010204081634,0,0,3501,5947,0.0,0.7460795383264334
flickr,cram_c3_stage1,25,10173808724,0.7128711938858032,0.5072159767150879,,0.2739585041999817,0.20565521717071533,0.7950592041015625,0.7026143670082092,0.5030144453048706,5.93758886680007e-05,-3.667568671517074e-05,9.605157538317144e-05,0.7090988159179688,0.5165105963528832,2029,0.7579051383399209,0.9642161549629944,0.7693405289330922,0.5627989477040817,0.010642538265306123,0,0,4071,3433,0.0,0.8653894630703303
flickr,cram_c3_stage1,26,10202025415,0.6370813250541687,0.6162748336791992,,0.2774454653263092,0.020806491374969482,0.5467071533203125,0.6176669597625732,0.6040380597114563,5.811161827296019e-07,-4.7833978896960616e-05,4.841509507969022e-05,0.5951309204101562,0.6396162302618429,5003,0.5210486005670291,0.945758743475928,0.5323942501750484,0.40858179209183676,0.01580436862244898,4,267,13672,727,0.0008631851532153647,0.5802075019952115
flickr,cram_c3_stage1,27,10221582415,0.7008020877838135,0.7581766843795776,0.4573698043823242,0.516423761844635,-0.05737459659576416,0.4470672607421875,0.6178967356681824,0.7308465242385864,0.00019415674614720047,-0.00012076195707777515,0.000314918695949018,0.7417449951171875,0.768469423824673,5658,0.5647491181243881,0.7294113571007865,0.7021762694905361,0.5752351721938775,0.14540816326530612,97,1841,5030,3186,0.02127659574468085,0.36870732554102537
flickr,cram_c3_stage1,28,10234680056,0.6140962839126587,0.6498320698738098,,0.2619818150997162,-0.03573578596115112,0.46600341796875,0.6123305559158325,0.6555997133255005,1.0547875717747957e-05,-4.665805317927152e-05,5.7205928897019476e-05,0.58123779296875,0.6748594042907727,4801,0.5977402852593421,0.8119793823921948,0.6275698940029878,0.4330556441326531,0.02796157525510204,374,0,9656,1495,0.07182638755521413,0.5158730158730159
flickr,cram_c3_stage1,29,10246013484,0.672641932964325,0.4882752299308777,,0.2982109487056732,0.18436670303344727,0.7959747314453125,0.7048548460006714,0.5282216668128967,-1.5437035472132266e-06,-3.771836054511368e-05,3.6174656997900456e-05,0.558929443359375,0.5173085244482908,4622,0.6119244077721586,0.878822629969419,0.6194857186850412,0.36495535714285715,0.006397480867346939,0,0,11653,3470,0.0,0.9153257715642311
flickr,cram_c3_stage1,30,10268129763,0.7213226556777954,0.4946620464324951,,0.29974719882011414,0.2266606092453003,0.851287841796875,0.7036290168762207,0.47695502638816833,7.921093492768705e-05,6.922207830939442e-05,9.98885661829263e-06,0.5091094970703125,0.1540454938093867,3473,0.7546398364532809,0.8716144265938238,0.8175974984799792,0.43046476403061223,0.03828523596938776,0,0,4756,8615,0.0,0.8176727410782081
flickr,cram_c3_stage1,31,10278084464,0.7597804069519043,0.7465671896934509,0.6641350984573364,0.5093284249305725,0.01321321725845337,0.502166748046875,0.7332220077514648,0.7295876145362854,-2.3268279619514942e-05,-0.00010759786528069526,8.432958566118032e-05,0.6269683837890625,0.6708528843499862,7246,0.6337404603786436,0.6267452541334966,0.948474387785835,0.6509088010204082,0.21360809948979592,1286,566,1028,3980,0.8488448844884489,0.28163034248514013
