scale,dataset,sample_id,sample_index,rank,candidate_index,candidate_id,candidate_label,distance,is_same_label,is_random4
10k,vggss,-7TanrCbmME_000030,11,3,4999,x1x54MgStxQ_000130,playing ukulele,9.453436177864205e-06,False,False
10k,vggss,-7TanrCbmME_000030,11,4,2297,NynrI4Tm9zo_000052,playing timbales,1.0284312338626478e-05,False,False
10k,vggss,-7sg--aJdrc_000049,12,1,397,2wGvpfAkly0_000030,child singing,3.5155051136825932e-06,False,False
10k,vggss,-7sg--aJdrc_000049,12,2,2123,M61BBJpvvx8_000030,using sewing machines,3.932669187634019e-06,False,False
10k,vggss,-7sg--aJdrc_000049,12,3,263,1_xoCNmTn3Y_000012,coyote howling,7.302900939976098e-06,False,False
10k,vggss,-7sg--aJdrc_000049,12,4,2960,WMPQ44bukK0_000397,people slurping,7.519716746173799e-06,False,False
10k,vggss,-7tYmeOmsRg_000058,13,1,2254,NV0P4YtItzc_000110,people hiccup,5.4282941164274234e-06,False,False
10k,vggss,-7tYmeOmsRg_000058,13,2,3549,cIS8PcMk0Uw_000030,waterfall burbling,1.237482047145022e-05,False,False
10k,vggss,-7tYmeOmsRg_000058,13,3,3718,eeZ8P9lmQ6U_000048,magpie calling,1.2458356650313362e-05,False,False
10k,vggss,-7tYmeOmsRg_000058,13,4,2674,Slcg717UTrM_000004,cat growling,1.3789754120807629e-05,False,False
10k,vggss,-7tYmeOmsRg_000180,14,1,5057,y3b46Xk89rM_000114,eagle screaming,8.94293134479085e-06,False,False
10k,vggss,-7tYmeOmsRg_000180,14,2,3305,_Zh3mvd4Ci8_000050,alarm clock ringing,1.1835534678539261e-05,False,True
10k,vggss,-7tYmeOmsRg_000180,14,3,2014,Kp3-Drt61_M_000011,people giggling,1.3142726857040543e-05,False,False
10k,vggss,-7tYmeOmsRg_000180,14,4,1561,Fl0yc47JSWM_000025,chicken clucking,1.3239163308753632e-05,False,True
10k,vggss,-86gl1hp1Aw_000105,15,1,2137,MDMHvUb2JmM_000340,"cattle, bovinae cowbell",1.18267307698261e-05,False,False
10k,vggss,-86gl1hp1Aw_000105,15,2,4316,mPU9j7icxs0_000123,"electric shaver, electric razor shaving",1.2991057701583486e-05,False,False
10k,vggss,-86gl1hp1Aw_000105,15,3,943,9EsgN-WS2qY_000030,reversing beeps,1.587739279784728e-05,False,False
10k,vggss,-86gl1hp1Aw_000105,15,4,434,3LtXT2KVI-c_000030,cat meowing,1.6321424482157454e-05,False,False
10k,vggss,-8cgbhIR_pw_000030,16,1,1062,AKxHQn994OI_000140,skateboarding,1.2943328329129145e-05,False,False
10k,vggss,-8cgbhIR_pw_000030,16,2,3671,dxDbrvoKTD8_000331,eletric blender running,1.61422613018658e-05,False,True
10k,vggss,-8cgbhIR_pw_000030,16,3,4769,snR9TvRupjU_000000,cat caterwauling,1.733633325784467e-05,False,False
10k,vggss,-8cgbhIR_pw_000030,16,4,4961,wGms6MZt-vU_000040,people finger snapping,1.9403891201363876e-05,False,False
10k,vggss,-A3zsFeU_OI_000030,17,1,166,0ZxpQ87jdgQ_000037,cow lowing,1.574829911987763e-05,False,False
10k,vggss,-A3zsFeU_OI_000030,17,2,3438,asrePkOXpU0_000049,sea lion barking,1.624902870389633e-05,False,False
10k,vggss,-A3zsFeU_OI_000030,17,3,3984,hfewjg0CTQM_000060,church bell ringing,1.872141547210049e-05,False,False
10k,vggss,-A3zsFeU_OI_000030,17,4,4088,jPKhBkLgFLk_000016,"playing violin, fiddle",1.9697778043337166e-05,False,False
10k,vggss,-ANxUxvGASw_000010,18,1,1866,IyL7GafTLfY_000030,chicken crowing,9.354660505778156e-06,False,False
10k,vggss,-ANxUxvGASw_000010,18,2,4828,tnepPZChA5U_000219,"playing violin, fiddle",1.0309154276910704e-05,False,False
10k,vggss,-ANxUxvGASw_000010,18,3,4964,wOzgCyoi9l8_000006,gibbon howling,1.2335616702330299e-05,False,False
10k,vggss,-ANxUxvGASw_000010,18,4,2173,MYxhRD4RVmQ_000010,vacuum cleaner cleaning floors,1.5437768524861895e-05,False,False
10k,vggss,-ByoSbgzr4M_000000,19,1,4377,n7t58h1fwc0_000168,playing cornet,1.4251207176130265e-05,False,False
10k,vggss,-ByoSbgzr4M_000000,19,2,4610,qUvHb5szJfs_000060,playing flute,1.9056848032050766e-05,False,False
10k,vggss,-ByoSbgzr4M_000000,19,3,2868,VBQPcmmUkkg_000010,playing harpsichord,1.9599017832661048e-05,False,True
10k,vggss,-ByoSbgzr4M_000000,19,4,5081,ycYXVLz9v3Y_000000,playing bugle,2.2676640583085828e-05,False,False
10k,vggss,-CZ1LIc8aos_000020,20,1,267,1cqcTbDxsHM_000130,playing theremin,1.344097745459294e-05,False,False
10k,vggss,-CZ1LIc8aos_000020,20,2,166,0ZxpQ87jdgQ_000037,cow lowing,1.4120750165602658e-05,False,False
10k,vggss,-CZ1LIc8aos_000020,20,3,261,1_Q80fDGLRM_000010,dog barking,1.5197527318377979e-05,False,False
10k,vggss,-CZ1LIc8aos_000020,20,4,139,0K92tp-4GEk_000108,bathroom ventilation fan running,1.627489473321475e-05,False,False
10k,vggss,-Cr0WQoFQQs_000045,21,1,4897,v0a6jM7PALg_000239,dog baying,4.95765971209039e-06,False,False
10k,vggss,-Cr0WQoFQQs_000045,21,2,3621,dFcVaitADW8_000130,playing hammond organ,5.560385943681467e-06,False,False
10k,vggss,-Cr0WQoFQQs_000045,21,3,2415,PZW8AEqyihI_000000,woodpecker pecking tree,7.67548681324115e-06,False,True
10k,vggss,-Cr0WQoFQQs_000045,21,4,1567,Fo_FDiZhzDo_000030,skidding,8.754352165851742e-06,False,False
10k,vggss,-Cv3gOXEoxA_000040,22,1,1186,BT2JPFpMrzM_000002,lions growling,2.8039032713422785e-06,False,False
10k,vggss,-Cv3gOXEoxA_000040,22,2,4662,r6bYfNqe_iQ_000435,train whistling,4.442766112333629e-06,False,False
10k,vggss,-Cv3gOXEoxA_000040,22,3,3301,_X69MdLl5rU_000176,dog bow-wow,4.520277798292227e-06,False,False
10k,vggss,-Cv3gOXEoxA_000040,22,4,2850,UyCw7pCgYg8_000055,tap dancing,5.8679333960753866e-06,False,False
10k,vggss,-D64b_8YJK4_000046,23,1,1061,AKmkhvb9shk_000000,baltimore oriole calling,1.3623954146169126e-05,False,False
10k,vggss,-D64b_8YJK4_000046,23,2,2648,SSor5MN-QJM_000056,barn swallow calling,1.4240753444028087e-05,True,False
10k,vggss,-D64b_8YJK4_000046,23,3,2782,UCgErb1ImPY_000031,hedge trimmer running,1.5235415048664436e-05,False,False
10k,vggss,-D64b_8YJK4_000046,23,4,1231,Bw_fNvTp6jg_000030,"engine accelerating, revving, vroom",1.7228016076842323e-05,False,False
10k,vggss,-E5o64ACjm0_000017,24,1,4426,nqHztbgP_4U_000100,"pigeon, dove cooing",1.1681229807436466e-05,False,False
10k,vggss,-E5o64ACjm0_000017,24,2,4472,oYEzy8gH6q8_000030,tapping guitar,1.757441714289598e-05,False,False
10k,vggss,-E5o64ACjm0_000017,24,3,992,9iVLuQ403ww_000039,slot machine,2.3470285668736324e-05,False,False
10k,vggss,-E5o64ACjm0_000017,24,4,1909,JV2OwVsxY_0_000000,otter growling,2.7040159693569876e-05,False,False
10k,vggss,-FoTxwPOz3U_000000,25,1,4234,lF1C6JSDZJU_000209,disc scratching,4.348093716544099e-05,False,False
10k,vggss,-FoTxwPOz3U_000000,25,2,2558,RF3rog2YjYw_000030,baby laughter,4.6316210500663146e-05,False,False
10k,vggss,-FoTxwPOz3U_000000,25,3,1507,EqFttu-PgP0_000030,playing clarinet,4.716132752946578e-05,False,True
10k,vggss,-FoTxwPOz3U_000000,25,4,3449,b2yU1j1P7n4_000058,beat boxing,5.0323749746894464e-05,False,False
10k,vggss,-GOaBCyC5Js_000087,26,1,1685,HALbfdYE3hM_000215,playing oboe,3.802095761784585e-06,False,False
10k,vggss,-GOaBCyC5Js_000087,26,2,1936,JrbVM5zjdug_000030,tapping guitar,6.388046131178271e-06,False,False
10k,vggss,-GOaBCyC5Js_000087,26,3,4475,oaKEAU7SoCE_000030,playing harmonica,6.865114301035646e-06,False,True
10k,vggss,-GOaBCyC5Js_000087,26,4,1135,B-1QW7g81gA_000030,playing mandolin,8.575036190450191e-06,False,True
10k,vggss,-GW1J75oAKU_000304,27,1,3335,_rgOfS3NOSY_000108,playing djembe,3.4452368709025905e-05,False,False
10k,vggss,-GW1J75oAKU_000304,27,2,1719,HQAaW-5IwHo_000002,cricket chirping,3.548415406839922e-05,False,False
10k,vggss,-GW1J75oAKU_000304,27,3,2858,V3Mh5k7AOxE_000063,playing bongo,4.1323241021018475e-05,False,False
10k,vggss,-GW1J75oAKU_000304,27,4,743,6mbQDmij4oQ_000010,playing washboard,4.478103437577374e-05,False,False
10k,vggss,-HMEhGV38GM_000216,28,1,5095,yuQhlkeLh5U_000051,playing timbales,3.553596570782247e-06,False,False
10k,vggss,-HMEhGV38GM_000216,28,2,5139,zjRqBIxxdrg_000362,playing bass drum,1.0593479601084255e-05,False,True
10k,vggss,-HMEhGV38GM_000216,28,3,507,476vNb6thyM_000030,playing acoustic guitar,1.7267537259613164e-05,False,False
10k,vggss,-HMEhGV38GM_000216,28,4,4336,mcrf1Mb99d4_000068,playing tympani,1.954586878127884e-05,False,False
10k,vggss,-IKnJa9U66I_000150,29,1,4887,umrpCv0-Ii4_000030,people whispering,1.8290793377673253e-05,False,False
10k,vggss,-IKnJa9U66I_000150,29,2,3409,aXV-yaFmQNk_000070,people babbling,1.882736432889942e-05,False,True
10k,vggss,-IKnJa9U66I_000150,29,3,826,7nQxWCn_dBg_000160,"child speech, kid speaking",1.921760122058913e-05,False,False
10k,vggss,-IKnJa9U66I_000150,29,4,3015,Wx0Aw9na7Jo_000034,cat hissing,2.0044988559675403e-05,False,False
10k,vggss,-Igq1W20Gi8_000000,30,1,3404,aUG81LArlcM_000049,baltimore oriole calling,4.6679042497999035e-06,False,False
10k,vggss,-Igq1W20Gi8_000000,30,2,3273,_AadO6XA3OU_000030,people babbling,8.251710823969916e-06,False,False
10k,vggss,-Igq1W20Gi8_000000,30,3,4123,jtfG2FbwINE_000121,people giggling,8.526645615347661e-06,False,False
10k,vggss,-Igq1W20Gi8_000000,30,4,1206,BfQ3-G4gjlM_000030,people sobbing,8.726610758458264e-06,False,False
10k,vggss,-JGpAlLrSD0_000458,31,1,2787,UF0HDsK0fwo_000070,chainsawing trees,8.217708455049433e-06,False,True
10k,vggss,-JGpAlLrSD0_000458,31,2,4849,u2Nl7-qnStw_000026,cow lowing,8.642403372505214e-06,False,False
10k,vggss,-JGpAlLrSD0_000458,31,3,2142,MFm2C-ve7qw_000030,playing french horn,9.313986083725467e-06,False,False
10k,vggss,-JGpAlLrSD0_000458,31,4,877,8LXFSLK3otM_000010,lawn mowing,1.0315946383343544e-05,False,False
10k,vggss,-JUBdOr8Hes_000030,32,1,2101,LjxhswBV1UA_000020,playing ukulele,8.107313988148235e-06,False,False
10k,vggss,-JUBdOr8Hes_000030,32,2,3573,cdIvqn14xgI_000030,playing didgeridoo,9.948270417226013e-06,False,False
10k,vggss,-JUBdOr8Hes_000030,32,3,2510,Qm8bAH-0y3E_000024,yodelling,1.0452260539750569e-05,False,True
10k,vggss,-JUBdOr8Hes_000030,32,4,311,253aGgk7NSE_000010,playing bugle,1.0512709195609204e-05,False,False
10k,vggss,-JUhUI_KvUI_000026,33,1,2966,WTQhmOYZNJQ_000024,people booing,9.723165021569002e-06,False,False
10k,vggss,-JUhUI_KvUI_000026,33,2,846,80Lqw4-iQXI_000001,turkey gobbling,1.3435689652396832e-05,False,False
10k,vggss,-JUhUI_KvUI_000026,33,3,2579,RZlDaLFuxxQ_000046,chipmunk chirping,1.4316943634185009e-05,False,False
10k,vggss,-JUhUI_KvUI_000026,33,4,2351,OgSyPzydMxk_000020,people hiccup,1.4736955563421361e-05,False,False
10k,vggss,-K-ccLMFE5M_000259,34,1,730,6e8U65rgekA_000046,people battle cry,4.491075287660351e-06,False,False
10k,vggss,-K-ccLMFE5M_000259,34,2,4147,kEnOc-apG_o_000078,beat boxing,5.421619334811112e-06,False,False
10k,vggss,-K-ccLMFE5M_000259,34,3,1686,HAkUrI9yU8U_000062,airplane flyby,5.6980761655722745e-06,False,True
10k,vggss,-K-ccLMFE5M_000259,34,4,1301,CguHOT6Ve3E_000020,waterfall burbling,6.809329988755053e-06,False,False
10k,vggss,-K1BRF6qng8_000030,35,1,3534,c40hgtfiYm0_000010,typing on typewriter,9.341487384517677e-06,False,False
10k,vggss,-K1BRF6qng8_000030,35,2,1153,B90BOtSOD2Q_000410,female singing,1.0109647519129794e-05,True,True
10k,vggss,-K1BRF6qng8_000030,35,3,415,3AzacBprTzU_000060,dog barking,1.0263770491292235e-05,False,False
10k,vggss,-K1BRF6qng8_000030,35,4,4583,q4pqpYX6b7U_000030,tapping guitar,1.3666013728652615e-05,False,False
10k,vggss,-KBH8YmHR-0_000050,36,1,4056,it0U4Vscl5o_000208,people slurping,2.041161133092828e-05,False,False
10k,vggss,-KBH8YmHR-0_000050,36,2,1816,IRYPJTybCu8_000130,warbler chirping,2.0989000404370017e-05,False,False
10k,vggss,-KBH8YmHR-0_000050,36,3,3054,XUCh79kkapE_000049,penguins braying,2.906137888203375e-05,False,False
10k,vggss,-KBH8YmHR-0_000050,36,4,3306,_Zl_z4n_T9M_000471,playing drum kit,2.956673597509507e-05,False,False
10k,vggss,-Lmibx_Iu_E_000173,37,1,4333,mbVT9tKSUXo_000005,air horn,1.149747367890086e-05,False,False
10k,vggss,-Lmibx_Iu_E_000173,37,2,2839,UrluLxHLwQM_000110,toilet flushing,1.3104858226142824e-05,False,False
10k,vggss,-Lmibx_Iu_E_000173,37,3,4269,loKkvegkPJ8_000030,people whispering,1.3525605027098209e-05,False,False
10k,vggss,-Lmibx_Iu_E_000173,37,4,2224,N7tVUQOobkY_000289,people eating noodle,1.5918680219328962e-05,False,False
10k,vggss,-Lv13WPa4xk_000170,38,1,1029,A8gbOIvxvMA_000030,playing cello,3.719226242537843e-06,False,False
10k,vggss,-Lv13WPa4xk_000170,38,2,4735,s477WHLPoOU_000000,playing piano,3.949317033402622e-06,False,False
10k,vggss,-Lv13WPa4xk_000170,38,3,992,9iVLuQ403ww_000039,slot machine,4.8800015974848066e-06,False,False
10k,vggss,-Lv13WPa4xk_000170,38,4,1578,FsywuRmOMTM_000030,playing acoustic guitar,5.262363174551865e-06,False,False
10k,vggss,-N00SskHxS4_000529,39,1,2038,KzvdKLdBw3s_000060,"female speech, woman speaking",9.366473022964783e-06,False,False
10k,vggss,-N00SskHxS4_000529,39,2,34,-K-ccLMFE5M_000259,people marching,1.575510214024689e-05,False,True
10k,vggss,-N00SskHxS4_000529,39,3,4700,rcaxwyTo-E4_000150,dog growling,1.5897367120487615e-05,False,False
10k,vggss,-N00SskHxS4_000529,39,4,286,1obzCbmFpa8_000410,people giggling,1.6174277334357612e-05,False,False
10k,vggss,-NCa3eFLULw_000221,40,1,2214,N0jVgldCwAk_000000,"bird chirping, tweeting",7.614028618263546e-06,False,True
10k,vggss,-NCa3eFLULw_000221,40,2,3603,d1QQRXy2pTM_000006,cat hissing,9.349638276034966e-06,False,False
10k,vggss,-NCa3eFLULw_000221,40,3,3757,f1Z-HuZ-_ZA_000030,dog barking,9.931797649187502e-06,False,False
10k,vggss,-NCa3eFLULw_000221,40,4,2433,PlF1Z9YWZck_000075,elephant trumpeting,1.0156877578992862e-05,False,False
10k,vggss,-NwBdmVSg1w_000000,41,1,2650,STrIfVNpIGc_000006,playing shofar,1.7128424588008784e-05,False,True
10k,vggss,-NwBdmVSg1w_000000,41,2,4630,qfhr7pKsEag_000030,owl hooting,1.8180002371082082e-05,False,False
10k,vggss,-NwBdmVSg1w_000000,41,3,2500,QayWG1ZPKGE_000012,gibbon howling,2.3294802304008044e-05,False,False
10k,vggss,-NwBdmVSg1w_000000,41,4,4210,l-iIfi3SNpw_000120,people screaming,2.588652932900004e-05,False,False
10k,vggss,-OAyRsvFGgc_000030,42,1,11,-7TanrCbmME_000030,child singing,3.4389061056572245e-06,False,False
10k,vggss,-OAyRsvFGgc_000030,42,2,2019,Kp_F7FrKrSc_000210,playing trumpet,5.16947329742834e-06,False,False
10k,vggss,-OAyRsvFGgc_000030,42,3,4273,lsAu4_RaXHU_000020,playing harmonica,8.573970262659714e-06,False,False
10k,vggss,-OAyRsvFGgc_000030,42,4,3689,eFwVC47pOig_000100,playing piano,9.270149348594714e-06,False,False
10k,vggss,-OVb-UG8yJw_000030,43,1,58,-_QPd-VskKY_000030,mouse squeaking,2.10910257010255e-05,False,False
10k,vggss,-OVb-UG8yJw_000030,43,2,3438,asrePkOXpU0_000049,sea lion barking,2.4844022846082225e-05,False,False
10k,vggss,-OVb-UG8yJw_000030,43,3,1345,D7iyQCgox0g_000017,chipmunk chirping,2.6915493435808457e-05,False,False
10k,vggss,-OVb-UG8yJw_000030,43,4,2714,TNERQa_7oB8_000013,snake rattling,3.146782182739116e-05,False,False
10k,vggss,-PvlrLjIAYo_000009,44,1,3549,cIS8PcMk0Uw_000030,waterfall burbling,7.3751066338445526e-06,False,True
10k,vggss,-PvlrLjIAYo_000009,44,2,1572,FrLkQovl2Ok_000000,pheasant crowing,1.047408386511961e-05,False,False
10k,vggss,-PvlrLjIAYo_000009,44,3,487,3uLmjElob2Q_000004,cuckoo bird calling,1.0944088899123017e-05,False,False
10k,vggss,-PvlrLjIAYo_000009,44,4,116,052VMqTM4Xs_000000,"donkey, ass braying",1.2492037058109418e-05,False,False
10k,vggss,-Q3MX7Tgx_E_000111,45,1,4579,q3Q0g4kRlmU_000002,bull bellowing,4.639072813006351e-06,False,False
10k,vggss,-Q3MX7Tgx_E_000111,45,2,1119,Ar5r0pzgaRU_000030,cat purring,5.10707332068705e-06,False,False
10k,vggss,-Q3MX7Tgx_E_000111,45,3,2348,Od58AkKIPnA_000060,lathe spinning,5.226322173257358e-06,False,True
10k,vggss,-Q3MX7Tgx_E_000111,45,4,3395,aPGfndmW1zM_000263,playing table tennis,6.461458724515978e-06,False,False
10k,vggss,-RBs9pPhHY8_000030,46,1,1552,FaMZfnJKuqA_000019,tractor digging,2.3294003767659888e-05,False,False
10k,vggss,-RBs9pPhHY8_000030,46,2,3084,XvXsYOMYa0k_000157,elk bugling,2.8982012736378238e-05,False,False
10k,vggss,-RBs9pPhHY8_000030,46,3,678,6BCoBGdvyiQ_000162,missile launch,3.575964365154505e-05,False,False
10k,vggss,-RBs9pPhHY8_000030,46,4,1839,Ih0xy7tt2JY_000030,helicopter,3.712782199727371e-05,False,False
10k,vggss,-S-TDT5oq0Q_000290,47,1,3211,ZVKgp2DGpcI_000021,dog bow-wow,3.6581820950232213e-06,False,False
10k,vggss,-S-TDT5oq0Q_000290,47,2,4002,hyNm8rXY2-g_000104,"alligators, crocodiles hissing",3.98839074478019e-06,False,False
10k,vggss,-S-TDT5oq0Q_000290,47,3,4084,jIqAaU2Bgf0_000530,reversing beeps,7.21899732525344e-06,False,False
10k,vggss,-S-TDT5oq0Q_000290,47,4,1442,E1cKPUWHa8I_000084,airplane flyby,8.670043825986795e-06,False,False
10k,vggss,-SWaCArvQug_000021,48,1,996,9m1FFbsR704_000127,playing guiro,1.4012225619808305e-05,False,True
10k,vggss,-SWaCArvQug_000021,48,2,2100,Lj8Oo7QRjcQ_000030,people eating apple,1.579998388478998e-05,False,True
10k,vggss,-SWaCArvQug_000021,48,3,2594,Rj8hpFBBSi0_000092,snake rattling,2.177206624764949e-05,False,False
10k,vggss,-SWaCArvQug_000021,48,4,4786,tB67geb0fVg_000063,forging swords,2.1967445718473755e-05,False,False
10k,vggss,-Vo4CAMX26U_000030,49,1,2144,MGlXtoSD6SA_000033,sea lion barking,6.969033165660221e-06,False,False
10k,vggss,-Vo4CAMX26U_000030,49,2,3639,dU5GJkZ2Ltw_000044,parrot talking,1.147647162724752e-05,False,False
10k,vggss,-Vo4CAMX26U_000030,49,3,3785,fPFpRsKbzfU_000000,owl hooting,1.151168817159487e-05,False,False
10k,vggss,-Vo4CAMX26U_000030,49,4,4119,jqqjc0XrU58_000092,playing djembe,1.1872089089592919e-05,False,False
10k,vggss,-W3WpZvJX2o_000027,50,1,4703,rf_2xYkZcM4_000030,people burping,1.373871236864943e-05,False,False
10k,vggss,-W3WpZvJX2o_000027,50,2,4959,wFmekjmLAp4_000030,people whispering,1.5473493476747535e-05,False,False
10k,vggss,-W3WpZvJX2o_000027,50,3,1255,CD2NWcdAcDM_000006,black capped chickadee calling,1.967597745533567e-05,False,False
10k,vggss,-W3WpZvJX2o_000027,50,4,481,3qesirWAGt4_000020,dog barking,2.0365727323223837e-05,False,False
10k,vggss,-Wd5YV97ftU_000320,51,1,2221,N4yxwdPnRQk_000028,missile launch,8.896565304894466e-06,False,False
10k,vggss,-Wd5YV97ftU_000320,51,2,355,2VptepDtAZ4_000058,pheasant crowing,9.042716555995867e-06,False,False
10k,vggss,-Wd5YV97ftU_000320,51,3,873,8Hye31i3cUI_000092,"alligators, crocodiles hissing",9.475093065702822e-06,False,False
10k,vggss,-Wd5YV97ftU_000320,51,4,327,2C4aXzGI2eI_000415,fireworks banging,9.607647371012717e-06,False,False
10k,vggss,-XwtCzUaN1I_000160,52,1,656,5qVc9y3TNnY_000030,female singing,4.437699317350052e-06,False,False
10k,vggss,-XwtCzUaN1I_000160,52,2,4592,qEJ_jxZzt7k_000030,tapping guitar,4.8997922021953855e-06,False,False
10k,vggss,-XwtCzUaN1I_000160,52,3,4363,n0Bbn5VNaMg_000043,playing bass drum,4.942692612530664e-06,False,False
10k,vggss,-XwtCzUaN1I_000160,52,4,2900,VeiJYltEZFc_000034,playing tympani,6.714690698572667e-06,False,False
