scale,dataset,sample_id,sample_index,rank,candidate_index,candidate_id,candidate_label,distance,is_same_label,is_random4
144k,flickr,10035917404,7,1,16,10109936483,_,7.886959792813286e-06,True,False
144k,flickr,10035917404,7,2,153,2766580444,_,7.948042366479058e-06,True,False
144k,flickr,10035917404,7,3,52,10545790805,_,1.0377469152444974e-05,True,False
144k,flickr,10035917404,7,4,245,9060997789,_,1.4978629224060569e-05,True,False
144k,flickr,10045181004,8,1,110,13721325644,_,1.963414433703292e-06,True,False
144k,flickr,10045181004,8,2,185,3828103578,_,2.024115929089021e-06,True,True
144k,flickr,10045181004,8,3,88,11765015695,_,2.259510665680864e-06,True,False
144k,flickr,10045181004,8,4,93,12066557153,_,2.393829390712199e-06,True,False
144k,flickr,10060697266,9,1,23,10163352444,_,1.2305698874115478e-05,True,False
144k,flickr,10060697266,9,2,189,4007045926,_,1.2496284398366697e-05,True,False
144k,flickr,10060697266,9,3,52,10545790805,_,1.4441603525483515e-05,True,False
144k,flickr,10060697266,9,4,89,11776645404,_,1.5642615835531615e-05,True,False
144k,flickr,10061269855,10,1,203,4767923306,_,3.238742237954284e-06,True,False
144k,flickr,10061269855,10,2,151,2695985181,_,3.873023160849698e-06,True,False
144k,flickr,10061269855,10,3,63,10667001125,_,4.046818503411487e-06,True,False
144k,flickr,10061269855,10,4,198,4646464908,_,4.152580913796555e-06,True,False
144k,flickr,10067897816,11,1,190,4041216001,_,6.0986465541645885e-05,True,False
144k,flickr,10067897816,11,2,205,4938432980,_,7.517699123127386e-05,True,False
144k,flickr,10067897816,11,3,121,14680986811,_,7.596569776069373e-05,True,False
144k,flickr,10067897816,11,4,193,4351373013,_,7.980119698913768e-05,True,True
144k,flickr,10069511285,12,1,149,2542659118,_,9.301234968006611e-06,True,False
144k,flickr,10069511285,12,2,141,20854461578,_,1.0799174560816027e-05,True,False
144k,flickr,10069511285,12,3,3,10009662863,_,1.2149190297350287e-05,True,False
144k,flickr,10069511285,12,4,93,12066557153,_,1.3781956113234628e-05,True,True
144k,flickr,10079676496,13,1,72,10847897294,_,3.12289671455801e-06,True,False
144k,flickr,10079676496,13,2,65,10743985374,_,4.303591595089529e-06,True,False
144k,flickr,10079676496,13,3,220,5697766486,_,4.525261829257943e-06,True,False
144k,flickr,10079676496,13,4,205,4938432980,_,6.060602117941016e-06,True,True
144k,flickr,10080652613,14,1,38,10409146004,_,9.358654097013641e-06,True,False
144k,flickr,10080652613,14,2,218,5601291878,_,1.0129181646334473e-05,True,False
144k,flickr,10080652613,14,3,92,12048726756,_,1.0218604984402191e-05,True,False
144k,flickr,10080652613,14,4,178,3668283413,_,1.247261116077425e-05,True,False
144k,flickr,10106776154,15,1,65,10743985374,_,5.731370492867427e-06,True,False
144k,flickr,10106776154,15,2,249,9761803312,_,8.993325536721386e-06,True,True
144k,flickr,10106776154,15,3,89,11776645404,_,1.0480736818863079e-05,True,False
144k,flickr,10106776154,15,4,125,15135657108,_,1.1265604371146765e-05,True,True
144k,flickr,10109936483,16,1,6,10031203703,_,4.496772362472257e-06,True,False
144k,flickr,10109936483,16,2,9,10060697266,_,4.751538654090837e-06,True,False
144k,flickr,10109936483,16,3,108,13579448834,_,5.744931968365563e-06,True,False
144k,flickr,10109936483,16,4,128,15799251138,_,5.8266509768145625e-06,True,False
144k,flickr,10110769444,17,1,19,10119607346,_,1.3183146620576736e-05,True,True
144k,flickr,10110769444,17,2,102,12599965145,_,1.7160753486678004e-05,True,False
144k,flickr,10110769444,17,3,9,10060697266,_,1.7339150872430764e-05,True,False
144k,flickr,10110769444,17,4,134,16563757295,_,2.017588121816516e-05,True,False
144k,flickr,10111706074,18,1,50,10481128583,_,1.5476733778996277e-06,True,False
144k,flickr,10111706074,18,2,36,10369815925,_,2.296905677212635e-06,True,False
144k,flickr,10111706074,18,3,31,10278084464,_,3.4298400350962766e-06,True,False
144k,flickr,10111706074,18,4,137,16950760048,_,3.5104219477943843e-06,True,False
144k,flickr,10119607346,19,1,149,2542659118,_,6.472705990745453e-06,True,False
144k,flickr,10119607346,19,2,202,4758950312,_,6.968008165131323e-06,True,False
144k,flickr,10119607346,19,3,170,3207674548,_,8.021664143598173e-06,True,False
144k,flickr,10119607346,19,4,18,10111706074,_,1.0039440894615836e-05,True,False
144k,flickr,10119736773,20,1,92,12048726756,_,5.929101007495774e-06,True,False
144k,flickr,10119736773,20,2,228,6185482260,_,8.98759753908962e-06,True,True
144k,flickr,10119736773,20,3,19,10119607346,_,9.057862371264491e-06,True,False
144k,flickr,10119736773,20,4,149,2542659118,_,9.851614777289797e-06,True,False
144k,flickr,10129791115,21,1,23,10163352444,_,4.599233307089889e-06,True,False
144k,flickr,10129791115,21,2,119,14652810592,_,4.9485338422528e-06,True,False
144k,flickr,10129791115,21,3,9,10060697266,_,4.9759787543735e-06,True,False
144k,flickr,10129791115,21,4,134,16563757295,_,5.1935180636064615e-06,True,False
144k,flickr,10129813456,22,1,142,2401957951,_,5.588251497101737e-06,True,False
144k,flickr,10129813456,22,2,70,10796050285,_,5.750653144787066e-06,True,False
144k,flickr,10129813456,22,3,225,6067281197,_,6.235664841369726e-06,True,True
144k,flickr,10129813456,22,4,190,4041216001,_,6.41136102785822e-06,True,False
144k,flickr,10163352444,23,1,83,11101358996,_,5.785095254395856e-06,True,False
144k,flickr,10163352444,23,2,139,17537079145,_,6.599796051887097e-06,True,False
144k,flickr,10163352444,23,3,132,16369370669,_,7.448759333783528e-06,True,False
144k,flickr,10163352444,23,4,141,20854461578,_,9.088824299396947e-06,True,False
144k,flickr,10165890496,24,1,121,14680986811,_,3.791752760662348e-06,True,False
144k,flickr,10165890496,24,2,167,3102685146,_,4.286992862034822e-06,True,False
144k,flickr,10165890496,24,3,173,3413119417,_,7.0117521318024956e-06,True,False
144k,flickr,10165890496,24,4,223,5906878321,_,7.881012606958393e-06,True,False
144k,flickr,10173808724,25,1,142,2401957951,_,5.024749043514021e-06,True,False
144k,flickr,10173808724,25,2,246,9309351423,_,5.929317921982147e-06,True,False
144k,flickr,10173808724,25,3,207,4965189170,_,6.381176262948429e-06,True,False
144k,flickr,10173808724,25,4,189,4007045926,_,6.833378392911982e-06,True,True
144k,flickr,10202025415,26,1,76,10952523225,_,1.7153484805021435e-05,True,False
144k,flickr,10202025415,26,2,248,9636000842,_,1.9090095520368777e-05,True,True
144k,flickr,10202025415,26,3,229,6289328021,_,2.1346682842704467e-05,True,False
144k,flickr,10202025415,26,4,123,14778198185,_,2.4182147171813995e-05,True,False
144k,flickr,10221582415,27,1,37,10389014583,_,8.722206075617578e-06,True,False
144k,flickr,10221582415,27,2,206,4957886467,_,9.656952897785231e-06,True,True
144k,flickr,10221582415,27,3,249,9761803312,_,1.1023348633898422e-05,True,False
144k,flickr,10221582415,27,4,218,5601291878,_,1.1324805200274568e-05,True,False
144k,flickr,10234680056,28,1,150,2630218696,_,1.0796203241625335e-05,True,False
144k,flickr,10234680056,28,2,235,7387939334,_,1.3184694580559153e-05,True,False
144k,flickr,10234680056,28,3,88,11765015695,_,1.331540806859266e-05,True,False
144k,flickr,10234680056,28,4,12,10069511285,_,1.5425386663991958e-05,True,False
144k,flickr,10246013484,29,1,15,10106776154,_,1.4936066691007e-05,True,False
144k,flickr,10246013484,29,2,88,11765015695,_,1.6172605683095753e-05,True,True
144k,flickr,10246013484,29,3,6,10031203703,_,1.945678741321899e-05,True,False
144k,flickr,10246013484,29,4,91,12031178616,_,1.9941695427405648e-05,True,False
144k,flickr,10268129763,30,1,85,11314266424,_,1.6178644727915525e-05,True,False
144k,flickr,10268129763,30,2,74,10862172945,_,1.8800346879288554e-05,True,False
144k,flickr,10268129763,30,3,237,7623513024,_,1.9757813788601197e-05,True,False
144k,flickr,10268129763,30,4,222,5873098388,_,2.13226394407684e-05,True,True
144k,flickr,10278084464,31,1,230,6458319057,_,1.2852144209318794e-05,True,True
144k,flickr,10278084464,31,2,40,10413912845,_,1.5171977793215774e-05,True,False
144k,flickr,10278084464,31,3,150,2630218696,_,1.6441157640656456e-05,True,False
144k,flickr,10278084464,31,4,181,3727937033,_,1.7624408428673632e-05,True,False
144k,flickr,10283938426,32,1,214,5303633386,_,2.706662144191796e-06,True,False
144k,flickr,10283938426,32,2,90,12015590114,_,3.514862328302115e-06,True,False
144k,flickr,10283938426,32,3,41,10437048305,_,3.90324430554756e-06,True,False
144k,flickr,10283938426,32,4,103,12729873904,_,4.346418336353963e-06,True,False
144k,flickr,10289643764,33,1,240,7897462346,_,7.4106219472014345e-06,True,False
144k,flickr,10289643764,33,2,71,10805310706,_,1.1995773093076423e-05,True,True
144k,flickr,10289643764,33,3,173,3413119417,_,1.3877466699341312e-05,True,False
144k,flickr,10289643764,33,4,5,10016382545,_,1.6070440324256197e-05,True,False
144k,flickr,10304554474,34,1,25,10173808724,_,1.0336570085200947e-05,True,False
144k,flickr,10304554474,34,2,8,10045181004,_,1.1162296686961781e-05,True,False
144k,flickr,10304554474,34,3,186,3896768873,_,1.1447909855633043e-05,True,False
144k,flickr,10304554474,34,4,64,10701841844,_,1.169379993370967e-05,True,False
144k,flickr,10308472565,35,1,127,15679023977,_,3.061887809963082e-06,True,False
144k,flickr,10308472565,35,2,206,4957886467,_,3.6373348848428577e-06,True,False
144k,flickr,10308472565,35,3,191,4180455681,_,5.343885277397931e-06,True,False
144k,flickr,10308472565,35,4,125,15135657108,_,7.886804269219283e-06,True,False
144k,flickr,10369815925,36,1,215,5344317532,_,4.747460479848087e-06,True,False
144k,flickr,10369815925,36,2,92,12048726756,_,6.025348284310894e-06,True,False
144k,flickr,10369815925,36,3,93,12066557153,_,6.1255395849002525e-06,True,False
144k,flickr,10369815925,36,4,8,10045181004,_,6.727575964760035e-06,True,False
144k,flickr,10389014583,37,1,35,10308472565,_,3.108044211330707e-06,True,False
144k,flickr,10389014583,37,2,113,14172932360,_,3.93616301153088e-06,True,False
144k,flickr,10389014583,37,3,185,3828103578,_,4.3675981942215e-06,True,False
144k,flickr,10389014583,37,4,5,10016382545,_,4.414374416228384e-06,True,True
144k,flickr,10409146004,38,1,215,5344317532,_,3.936197117582196e-06,True,False
144k,flickr,10409146004,38,2,156,2811549163,_,4.239060672261985e-06,True,False
144k,flickr,10409146004,38,3,162,2907554899,_,5.539283392863581e-06,True,False
144k,flickr,10409146004,38,4,142,2401957951,_,6.167641004140023e-06,True,False
144k,flickr,10409351364,39,1,237,7623513024,_,3.123691203654744e-05,True,False
144k,flickr,10409351364,39,2,209,5130986168,_,3.723476766026579e-05,True,False
144k,flickr,10409351364,39,3,226,6098668510,_,3.8569294702028856e-05,True,True
144k,flickr,10409351364,39,4,240,7897462346,_,4.859323234995827e-05,True,False
144k,flickr,10413912845,40,1,223,5906878321,_,1.8224422092316672e-05,True,False
144k,flickr,10413912845,40,2,216,5480070309,_,2.0501704057096504e-05,True,False
144k,flickr,10413912845,40,3,30,10268129763,_,2.310444506292697e-05,True,False
144k,flickr,10413912845,40,4,226,6098668510,_,2.3586271709064022e-05,True,False
144k,flickr,10437048305,41,1,14,10080652613,_,1.9403327314648777e-05,True,False
144k,flickr,10437048305,41,2,125,15135657108,_,2.0045306882821023e-05,True,True
144k,flickr,10437048305,41,3,155,2808068937,_,2.317876715096645e-05,True,False
144k,flickr,10437048305,41,4,57,10610974774,_,2.3495129426009953e-05,True,False
144k,flickr,10440265465,42,1,104,13153991894,_,3.7620673083438305e-06,True,False
144k,flickr,10440265465,42,2,184,3801318146,_,4.169782187091187e-06,True,True
144k,flickr,10440265465,42,3,69,10795023275,_,5.3890894378128e-06,True,False
144k,flickr,10440265465,42,4,148,2509250774,_,5.991517355141696e-06,True,False
144k,flickr,10441843213,43,1,150,2630218696,_,2.7578569188335678e-06,True,False
144k,flickr,10441843213,43,2,170,3207674548,_,3.1872855288384017e-06,True,False
144k,flickr,10441843213,43,3,222,5873098388,_,3.400755758775631e-06,True,False
144k,flickr,10441843213,43,4,184,3801318146,_,5.544693067349726e-06,True,False
144k,flickr,10446128125,44,1,15,10106776154,_,6.05703371547861e-06,True,False
144k,flickr,10446128125,44,2,205,4938432980,_,7.365588771790499e-06,True,False
144k,flickr,10446128125,44,3,82,11071986404,_,7.421298960252898e-06,True,False
144k,flickr,10446128125,44,4,27,10221582415,_,9.438990673515946e-06,True,False
144k,flickr,10451898725,45,1,147,2499673064,_,1.1516726772242691e-05,True,False
144k,flickr,10451898725,45,2,109,13660204414,_,1.4025811651663389e-05,True,True
144k,flickr,10451898725,45,3,232,6755812421,_,1.4144308806862682e-05,True,True
144k,flickr,10451898725,45,4,193,4351373013,_,1.5651772628189065e-05,True,False
144k,flickr,10468313544,46,1,71,10805310706,_,1.24275966300047e-05,True,False
144k,flickr,10468313544,46,2,196,4543136011,_,1.4670304153696634e-05,True,False
144k,flickr,10468313544,46,3,188,3956341886,_,1.732206692395266e-05,True,False
144k,flickr,10468313544,46,4,94,12103535156,_,1.8557999283075333e-05,True,False
144k,flickr,10476442285,47,1,116,14414061986,_,2.67005725618219e-06,True,False
144k,flickr,10476442285,47,2,208,5006362787,_,4.888282091997098e-06,True,False
144k,flickr,10476442285,47,3,109,13660204414,_,5.288148258841829e-06,True,False
144k,flickr,10476442285,47,4,223,5906878321,_,5.367249741539126e-06,True,False
144k,flickr,10476446674,48,1,203,4767923306,_,6.960315204196377e-06,True,False
144k,flickr,10476446674,48,2,166,3052033339,_,8.11970494396519e-06,True,False
144k,flickr,10476446674,48,3,68,10771238614,_,9.733699698699638e-06,True,False
144k,flickr,10476446674,48,4,32,10283938426,_,9.862191291176714e-06,True,False
144k,flickr,10477544895,49,1,249,9761803312,_,3.0760531899431953e-06,True,False
144k,flickr,10477544895,49,2,90,12015590114,_,3.850056145893177e-06,True,False
144k,flickr,10477544895,49,3,52,10545790805,_,3.945135631511221e-06,True,False
144k,flickr,10477544895,49,4,154,2778088729,_,4.000367880507838e-06,True,False
144k,flickr,10481128583,50,1,60,10654057765,_,7.198202638392104e-06,True,False
144k,flickr,10481128583,50,2,120,14678892718,_,1.023508139041951e-05,True,True
144k,flickr,10481128583,50,3,9,10060697266,_,1.1109245861007366e-05,True,False
144k,flickr,10481128583,50,4,42,10440265465,_,1.268716459890129e-05,True,True
144k,flickr,10520382525,51,1,164,2961466546,_,2.5823730993579375e-06,True,False
144k,flickr,10520382525,51,2,149,2542659118,_,2.7480002700031037e-06,True,True
144k,flickr,10520382525,51,3,192,4303617148,_,3.6920246202498674e-06,True,False
144k,flickr,10520382525,51,4,26,10202025415,_,4.002566583949374e-06,True,False
144k,flickr,10545790805,52,1,92,12048726756,_,1.5481477021239698e-05,True,True
144k,flickr,10545790805,52,2,139,17537079145,_,1.8651129721547477e-05,True,True
144k,flickr,10545790805,52,3,149,2542659118,_,2.0324547222116962e-05,True,False
144k,flickr,10545790805,52,4,142,2401957951,_,2.062886778730899e-05,True,False
144k,flickr,10548273474,53,1,27,10221582415,_,4.830334546568338e-06,True,False
144k,flickr,10548273474,53,2,90,12015590114,_,5.97973121330142e-06,True,False
144k,flickr,10548273474,53,3,153,2766580444,_,6.493562068499159e-06,True,False
144k,flickr,10548273474,53,4,144,2432219254,_,6.732509973517153e-06,True,False
144k,flickr,10549911663,54,1,31,10278084464,_,6.427138941944577e-06,True,False
144k,flickr,10549911663,54,2,198,4646464908,_,7.751739758532494e-06,True,False
144k,flickr,10549911663,54,3,247,9456627660,_,9.239196515409276e-06,True,False
144k,flickr,10549911663,54,4,43,10441843213,_,1.0691152965591755e-05,True,False
144k,flickr,10555704135,55,1,192,4303617148,_,4.623279892257415e-06,True,False
144k,flickr,10555704135,55,2,172,3403348616,_,4.6810014282527845e-06,True,True
144k,flickr,10555704135,55,3,108,13579448834,_,5.001483714295318e-06,True,False
144k,flickr,10555704135,55,4,177,3568893693,_,6.916796792211244e-06,True,False
144k,flickr,10557361454,56,1,109,13660204414,_,7.551738963229582e-05,True,False
144k,flickr,10557361454,56,2,123,14778198185,_,7.936221663840115e-05,True,False
144k,flickr,10557361454,56,3,96,12328837165,_,8.385695400647819e-05,True,False
144k,flickr,10557361454,56,4,94,12103535156,_,8.91036688699387e-05,True,False
144k,flickr,10610974774,57,1,100,12534178685,_,1.5062726561154705e-05,True,False
144k,flickr,10610974774,57,2,202,4758950312,_,1.5692317901994102e-05,True,False
144k,flickr,10610974774,57,3,196,4543136011,_,1.5854884622967802e-05,True,False
144k,flickr,10610974774,57,4,151,2695985181,_,1.8291162632522173e-05,True,True
144k,flickr,10624261424,58,1,17,10110769444,_,1.3506448340194765e-05,True,False
144k,flickr,10624261424,58,2,117,14566072101,_,1.3744882380706258e-05,True,False
144k,flickr,10624261424,58,3,236,7560517176,_,1.4136790014163125e-05,True,False
144k,flickr,10624261424,58,4,133,16419739420,_,1.4780387573409826e-05,True,False
144k,flickr,10635080206,59,1,4,10013411946,_,3.66921062777692e-06,True,False
144k,flickr,10635080206,59,2,18,10111706074,_,7.060612460918492e-06,True,False
144k,flickr,10635080206,59,3,9,10060697266,_,7.421634563797852e-06,True,False
144k,flickr,10635080206,59,4,150,2630218696,_,9.114896784012672e-06,True,False
144k,flickr,10654057765,60,1,10,10061269855,_,6.6196116677019745e-06,True,False
144k,flickr,10654057765,60,2,130,16012165838,_,6.7793639573210385e-06,True,True
144k,flickr,10654057765,60,3,70,10796050285,_,6.828133791714208e-06,True,False
144k,flickr,10654057765,60,4,9,10060697266,_,7.717775588389486e-06,True,True
144k,flickr,10659354545,61,1,150,2630218696,_,1.2000370588793885e-05,True,False
144k,flickr,10659354545,61,2,88,11765015695,_,1.4306810953712557e-05,True,False
144k,flickr,10659354545,61,3,228,6185482260,_,1.4313524843601044e-05,True,False
144k,flickr,10659354545,61,4,26,10202025415,_,1.6115078324219212e-05,True,False
144k,flickr,10666396623,62,1,145,2462141223,_,3.6642779832618544e-06,True,False
144k,flickr,10666396623,62,2,45,10451898725,_,4.587875537254149e-06,True,False
144k,flickr,10666396623,62,3,60,10654057765,_,5.4752163123339415e-06,True,False
144k,flickr,10666396623,62,4,239,7740990330,_,6.610940999962622e-06,True,False
144k,flickr,10667001125,63,1,150,2630218696,_,7.071152595017338e-06,True,False
144k,flickr,10667001125,63,2,39,10409351364,_,8.001560672710184e-06,True,False
144k,flickr,10667001125,63,3,249,9761803312,_,8.011250429262873e-06,True,False
144k,flickr,10667001125,63,4,170,3207674548,_,8.017019354156218e-06,True,False
144k,flickr,10701841844,64,1,97,12373955905,_,1.131706540036248e-05,True,True
144k,flickr,10701841844,64,2,111,13861270725,_,1.3132961612427607e-05,True,False
144k,flickr,10701841844,64,3,163,2935372113,_,1.3800345186609775e-05,True,True
144k,flickr,10701841844,64,4,122,14742398172,_,1.607594094821252e-05,True,False
144k,flickr,10743985374,65,1,218,5601291878,_,4.52148469776148e-06,True,False
144k,flickr,10743985374,65,2,49,10477544895,_,5.276461251924047e-06,True,False
144k,flickr,10743985374,65,3,167,3102685146,_,6.429675067920471e-06,True,True
144k,flickr,10743985374,65,4,88,11765015695,_,6.578943157364847e-06,True,False
144k,flickr,10751849775,66,1,218,5601291878,_,1.2177042663097382e-05,True,False
144k,flickr,10751849775,66,2,14,10080652613,_,1.4307964192994405e-05,True,False
144k,flickr,10751849775,66,3,148,2509250774,_,1.4512892448692583e-05,True,False
144k,flickr,10751849775,66,4,75,10939270325,_,1.5926872947602533e-05,True,False
144k,flickr,10761625676,67,1,196,4543136011,_,1.1758512300730217e-05,True,False
144k,flickr,10761625676,67,2,95,12158276143,_,1.5432573491125368e-05,True,False
144k,flickr,10761625676,67,3,147,2499673064,_,1.610361687198747e-05,True,True
144k,flickr,10761625676,67,4,66,10751849775,_,2.0515215510386042e-05,True,False
144k,flickr,10771238614,68,1,77,10979853044,_,1.8772630937746726e-05,True,False
144k,flickr,10771238614,68,2,46,10468313544,_,2.1622756321448833e-05,True,False
144k,flickr,10771238614,68,3,140,19306860381,_,2.5443390768487006e-05,True,False
144k,flickr,10771238614,68,4,236,7560517176,_,2.8454545827116817e-05,True,False
144k,flickr,10795023275,69,1,188,3956341886,_,4.457267095858697e-06,True,False
144k,flickr,10795023275,69,2,68,10771238614,_,4.682374310505111e-06,True,False
144k,flickr,10795023275,69,3,181,3727937033,_,4.706387699116021e-06,True,True
144k,flickr,10795023275,69,4,234,7178293884,_,4.794887445314089e-06,True,False
144k,flickr,10796050285,70,1,96,12328837165,_,9.204581147059798e-06,True,False
144k,flickr,10796050285,70,2,216,5480070309,_,1.0737677257566247e-05,True,False
144k,flickr,10796050285,70,3,204,4876943924,_,1.1380832802387886e-05,True,True
144k,flickr,10796050285,70,4,56,10557361454,_,1.1645746781141497e-05,True,False
144k,flickr,10805310706,71,1,92,12048726756,_,3.782476369451615e-06,True,False
144k,flickr,10805310706,71,2,172,3403348616,_,3.7958748180244584e-06,True,True
144k,flickr,10805310706,71,3,18,10111706074,_,4.10374650527956e-06,True,False
144k,flickr,10805310706,71,4,211,5194793239,_,4.1045118450711016e-06,True,True
144k,flickr,10847897294,72,1,75,10939270325,_,5.1030096983595286e-06,True,False
144k,flickr,10847897294,72,2,180,3719297546,_,6.053971901565092e-06,True,False
144k,flickr,10847897294,72,3,191,4180455681,_,7.327757430175552e-06,True,False
144k,flickr,10847897294,72,4,52,10545790805,_,7.547126642748481e-06,True,False
144k,flickr,10859255295,73,1,209,5130986168,_,2.7778751245932654e-06,True,False
144k,flickr,10859255295,73,2,24,10165890496,_,3.491706365821301e-06,True,False
144k,flickr,10859255295,73,3,237,7623513024,_,3.779255848712637e-06,True,False
144k,flickr,10859255295,73,4,181,3727937033,_,4.148094376432709e-06,True,False
144k,flickr,10862172945,74,1,48,10476446674,_,3.259809773226152e-06,True,False
144k,flickr,10862172945,74,2,85,11314266424,_,4.459652245714096e-06,True,False
144k,flickr,10862172945,74,3,136,16804898716,_,5.199841325520538e-06,True,False
144k,flickr,10862172945,74,4,101,12598610153,_,5.28916416442371e-06,True,False
144k,flickr,10939270325,75,1,216,5480070309,_,1.843835889303591e-05,True,False
144k,flickr,10939270325,75,2,197,4576746825,_,2.022358421527315e-05,True,False
144k,flickr,10939270325,75,3,234,7178293884,_,2.742753531492781e-05,True,False
144k,flickr,10939270325,75,4,179,3709678770,_,2.8742202630382963e-05,True,False
144k,flickr,10952523225,76,1,109,13660204414,_,5.7596047554397956e-05,True,False
144k,flickr,10952523225,76,2,236,7560517176,_,6.315709470072761e-05,True,False
144k,flickr,10952523225,76,3,130,16012165838,_,6.372416100930423e-05,True,False
144k,flickr,10952523225,76,4,237,7623513024,_,6.375204247888178e-05,True,True
144k,flickr,10979853044,77,1,113,14172932360,_,1.0589964404061902e-05,True,True
144k,flickr,10979853044,77,2,226,6098668510,_,1.2573263120430056e-05,True,False
144k,flickr,10979853044,77,3,74,10862172945,_,1.3825491805619095e-05,True,False
144k,flickr,10979853044,77,4,237,7623513024,_,1.407352010573959e-05,True,False
144k,flickr,10980225216,78,1,5,10016382545,_,1.632966086617671e-05,True,True
144k,flickr,10980225216,78,2,196,4543136011,_,1.92908410099335e-05,True,False
144k,flickr,10980225216,78,3,216,5480070309,_,2.5285517040174454e-05,True,False
144k,flickr,10980225216,78,4,85,11314266424,_,2.6047004212159663e-05,True,False
144k,flickr,11002352834,79,1,209,5130986168,_,7.173349786171457e-06,True,False
144k,flickr,11002352834,79,2,66,10751849775,_,7.912423825473525e-06,True,False
144k,flickr,11002352834,79,3,95,12158276143,_,9.048629181052092e-06,True,True
144k,flickr,11002352834,79,4,75,10939270325,_,9.097899237531237e-06,True,False
144k,flickr,11036641226,80,1,75,10939270325,_,7.475033635273576e-05,True,False
144k,flickr,11036641226,80,2,78,10980225216,_,7.716535037616268e-05,True,False
144k,flickr,11036641226,80,3,140,19306860381,_,7.741055014776066e-05,True,False
144k,flickr,11036641226,80,4,56,10557361454,_,9.044307080330327e-05,True,False
144k,flickr,11050409385,81,1,153,2766580444,_,4.66698929812992e-06,True,False
144k,flickr,11050409385,81,2,156,2811549163,_,6.901734650455182e-06,True,False
144k,flickr,11050409385,81,3,142,2401957951,_,7.55444170863484e-06,True,False
144k,flickr,11050409385,81,4,20,10119736773,_,1.0372616998211015e-05,True,False
144k,flickr,11071986404,82,1,104,13153991894,_,1.7070493413484655e-05,True,True
144k,flickr,11071986404,82,2,52,10545790805,_,1.782727485988289e-05,True,False
144k,flickr,11071986404,82,3,134,16563757295,_,1.8920951333711855e-05,True,False
144k,flickr,11071986404,82,4,6,10031203703,_,2.1070221919217147e-05,True,False
144k,flickr,11101358996,83,1,18,10111706074,_,1.0551539162406698e-05,True,False
144k,flickr,11101358996,83,2,124,14899015793,_,1.1052273293898907e-05,True,False
144k,flickr,11101358996,83,3,45,10451898725,_,1.1368058039806783e-05,True,False
144k,flickr,11101358996,83,4,116,14414061986,_,1.1763037036871538e-05,True,False
144k,flickr,11154049584,84,1,78,10980225216,_,2.199654954893049e-05,True,False
144k,flickr,11154049584,84,2,39,10409351364,_,2.274748658237513e-05,True,False
144k,flickr,11154049584,84,3,237,7623513024,_,2.295149170095101e-05,True,False
144k,flickr,11154049584,84,4,181,3727937033,_,3.1322677386924624e-05,True,False
144k,flickr,11314266424,85,1,106,13409856383,_,6.33123181614792e-06,True,False
144k,flickr,11314266424,85,2,79,11002352834,_,7.180120974226156e-06,True,False
144k,flickr,11314266424,85,3,5,10016382545,_,8.673034244566225e-06,True,False
