scale,dataset,sample_index,sample_id,label,d_pos,current_random4_mean,current_random4_min,pool_min,pool_mean,pool_std,pool_P10,pool_P25,top4_mean,top4_min,top4_std,opportunity_gap_mean,opportunity_gap_min,violation_fraction_pool,random4_violation_fraction,missed_confusing_negative,top4_vs_random4_ratio,top4_pool_indices,top4_pool_ids,top4_pool_labels
10k,vggss,10,-79qo5MUYBk_000207,train whistling,2.1368072339100763e-05,2.107701038767118e-05,1.4535947229887825e-05,7.771146556478925e-06,2.9548711609095335e-05,1.2347105439403094e-05,1.4564471712219529e-05,1.947216151165776e-05,1.0242636562907137e-05,7.771146556478925e-06,2.560034090492991e-06,1.0834373824764043e-05,6.7648006734088995e-06,0.3125,0.75,False,0.48596251010894775,"[3446, 373, 2096, 2498]","[""b-5nX20MGoE_000058"", ""2es7oZzwLWM_000030"", ""LhRNnXaSsCk_000030"", ""QaKdsbkkmUc_000288""]","[""lathe spinning"", ""playing zither"", ""driving buses"", ""electric shaver, electric razor shaving""]"
10k,vggss,11,-7TanrCbmME_000030,child singing,1.4252077562559862e-05,5.6986697018146515e-05,4.1348546801600605e-05,6.455592483689543e-06,4.48423161287792e-05,2.6103201889782213e-05,1.0805340025399346e-05,2.1191033738432452e-05,8.266504664788954e-06,6.455592483689543e-06,1.635734179217252e-06,4.872019053436816e-05,3.489295340841636e-05,0.125,0.0,True,0.14506025612354279,"[788, 4736, 4999, 2297]","[""7IUnipVNZoo_000112"", ""s5YKy0zJOIk_000040"", ""x1x54MgStxQ_000130"", ""NynrI4Tm9zo_000052""]","[""beat boxing"", ""people sneezing"", ""playing ukulele"", ""playing timbales""]"
10k,vggss,12,-7sg--aJdrc_000049,gibbon howling,6.844941253802972e-06,5.0566624850034714e-05,1.1723026545951143e-05,3.5155051136825932e-06,2.5631274183979258e-05,2.4996470529004e-05,7.584817922179354e-06,1.0578638466540724e-05,5.567697826336371e-06,3.5155051136825932e-06,1.8510889958633925e-06,4.4998927478445694e-05,8.207521204894874e-06,0.0625,0.0,True,0.11010617762804031,"[397, 2123, 263, 2960]","[""2wGvpfAkly0_000030"", ""M61BBJpvvx8_000030"", ""1_xoCNmTn3Y_000012"", ""WMPQ44bukK0_000397""]","[""child singing"", ""using sewing machines"", ""coyote howling"", ""people slurping""]"
10k,vggss,13,-7tYmeOmsRg_000058,people eating crisps,1.9447761587798595e-05,5.387268902268261e-05,1.9268203686806373e-05,5.4282941164274234e-06,4.317019192967564e-05,3.542712875059806e-05,1.3864871107216459e-05,1.9155157133354805e-05,1.1012806680810172e-05,5.4282941164274234e-06,3.272724825365003e-06,4.285988325136714e-05,1.38399100251263e-05,0.34375,0.25,False,0.20442281663417816,"[2254, 3549, 3718, 2674]","[""NV0P4YtItzc_000110"", ""cIS8PcMk0Uw_000030"", ""eeZ8P9lmQ6U_000048"", ""Slcg717UTrM_000004""]","[""people hiccup"", ""waterfall burbling"", ""magpie calling"", ""cat growling""]"
10k,vggss,14,-7tYmeOmsRg_000180,people eating crisps,1.4244276826502755e-05,4.4202402932569385e-05,1.1835534678539261e-05,8.94293134479085e-06,4.709132554125972e-05,3.918036964023486e-05,1.3330572983250022e-05,1.9949789930251427e-05,1.1790089047281072e-05,8.94293134479085e-06,1.7347779248666484e-06,3.241231388528831e-05,2.8926033337484114e-06,0.1875,0.5,False,0.26672959327697754,"[5057, 3305, 2014, 1561]","[""y3b46Xk89rM_000114"", ""_Zh3mvd4Ci8_000050"", ""Kp3-Drt61_M_000011"", ""Fl0yc47JSWM_000025""]","[""eagle screaming"", ""alarm clock ringing"", ""people giggling"", ""chicken clucking""]"
10k,vggss,15,-86gl1hp1Aw_000105,parrot talking,2.285921982547734e-05,2.9769424145342782e-05,1.848139800131321e-05,1.18267307698261e-05,2.761345967883244e-05,1.3692839274881408e-05,1.6407495422754437e-05,1.8068434656015597e-05,1.4254151210479904e-05,1.18267307698261e-05,1.8971232975673047e-06,1.551527384435758e-05,6.65466723148711e-06,0.4375,0.25,False,0.47881850600242615,"[2137, 4316, 943, 434]","[""MDMHvUb2JmM_000340"", ""mPU9j7icxs0_000123"", ""9EsgN-WS2qY_000030"", ""3LtXT2KVI-c_000030""]","[""cattle, bovinae cowbell"", ""electric shaver, electric razor shaving"", ""reversing beeps"", ""cat meowing""]"
10k,vggss,16,-8cgbhIR_pw_000030,playing acoustic guitar,8.776253525866196e-05,5.304104706738144e-05,1.61422613018658e-05,1.2943328329129145e-05,4.379844176582992e-05,2.3500901079387404e-05,1.9526065443642437e-05,2.801274422381539e-05,1.6456453522550873e-05,1.2943328329129145e-05,2.33999685406161e-06,3.6584591725841165e-05,3.1989329727366567e-06,0.9375,0.75,False,0.3102588355541229,"[1062, 3671, 4769, 4961]","[""AKxHQn994OI_000140"", ""dxDbrvoKTD8_000331"", ""snR9TvRupjU_000000"", ""wGms6MZt-vU_000040""]","[""skateboarding"", ""eletric blender running"", ""cat caterwauling"", ""people finger snapping""]"
10k,vggss,17,-A3zsFeU_OI_000030,people sniggering,3.733546691364609e-05,3.4761091228574514e-05,1.99659352801973e-05,1.574829911987763e-05,3.6822435504291207e-05,1.4641079360444564e-05,1.972459358512424e-05,2.96422113024164e-05,1.7604130334802903e-05,1.574829911987763e-05,1.6516731875526602e-06,1.715696089377161e-05,4.217636160319671e-06,0.65625,0.75,False,0.506432056427002,"[166, 3438, 3984, 4088]","[""0ZxpQ87jdgQ_000037"", ""asrePkOXpU0_000049"", ""hfewjg0CTQM_000060"", ""jPKhBkLgFLk_000016""]","[""cow lowing"", ""sea lion barking"", ""church bell ringing"", ""playing violin, fiddle""]"
10k,vggss,18,-ANxUxvGASw_000010,"subway, metro, underground",3.2055115298135206e-05,3.2736934372223914e-05,1.7026621208060533e-05,9.354660505778156e-06,3.0674833396915346e-05,1.7925089196069166e-05,1.5486544725717977e-05,1.7191610822919756e-05,1.1859299775096588e-05,9.354660505778156e-06,2.3296183826460037e-06,2.0877634597127326e-05,7.671960702282377e-06,0.65625,0.5,False,0.3622605502605438,"[1866, 4828, 4964, 2173]","[""IyL7GafTLfY_000030"", ""tnepPZChA5U_000219"", ""wOzgCyoi9l8_000006"", ""MYxhRD4RVmQ_000010""]","[""chicken crowing"", ""playing violin, fiddle"", ""gibbon howling"", ""vacuum cleaner cleaning floors""]"
10k,vggss,19,-ByoSbgzr4M_000000,tapping guitar,1.3267866961541586e-05,5.3186820878181607e-05,1.9599017832661048e-05,1.4251207176130265e-05,6.572045822395012e-05,3.9171780372271314e-05,2.343738560739439e-05,4.065331449965015e-05,1.8895927496487275e-05,1.4251207176130265e-05,3.016100436070701e-06,3.429089338169433e-05,5.347810656530783e-06,0.0,0.0,False,0.35527461767196655,"[4377, 4610, 2868, 5081]","[""n7t58h1fwc0_000168"", ""qUvHb5szJfs_000060"", ""VBQPcmmUkkg_000010"", ""ycYXVLz9v3Y_000000""]","[""playing cornet"", ""playing flute"", ""playing harpsichord"", ""playing bugle""]"
10k,vggss,20,-CZ1LIc8aos_000020,car passing by,2.661050166352652e-05,4.078806523466483e-05,2.1021665816078894e-05,1.344097745459294e-05,4.0134349546860904e-05,2.2005888240528293e-05,1.6283644072245806e-05,2.2923624783288687e-05,1.4758536963199731e-05,1.344097745459294e-05,1.0764279068098404e-06,2.6029527361970395e-05,7.580688361485954e-06,0.34375,0.25,False,0.36183470487594604,"[267, 166, 261, 139]","[""1cqcTbDxsHM_000130"", ""0ZxpQ87jdgQ_000037"", ""1_Q80fDGLRM_000010"", ""0K92tp-4GEk_000108""]","[""playing theremin"", ""cow lowing"", ""dog barking"", ""bathroom ventilation fan running""]"
10k,vggss,21,-Cr0WQoFQQs_000045,elk bugling,4.31959233537782e-06,3.7625664845108986e-05,7.67548681324115e-06,4.95765971209039e-06,4.209785402053967e-05,3.574410220608115e-05,8.839894690026995e-06,1.278680792893283e-05,6.73697104502935e-06,4.95765971209039e-06,1.5411796994158067e-06,3.088869561906904e-05,2.7178271011507604e-06,0.0,0.0,False,0.17905254662036896,"[4897, 3621, 2415, 1567]","[""v0a6jM7PALg_000239"", ""dFcVaitADW8_000130"", ""PZW8AEqyihI_000000"", ""Fo_FDiZhzDo_000030""]","[""dog baying"", ""playing hammond organ"", ""woodpecker pecking tree"", ""skidding""]"
10k,vggss,22,-Cv3gOXEoxA_000040,fox barking,1.4413099961529952e-05,1.3444052456179634e-05,6.1694381656707264e-06,2.8039032713422785e-06,1.7186737750307657e-05,1.073332896339707e-05,5.898084054933861e-06,9.734974810271524e-06,4.4087200876674615e-06,2.8039032713422785e-06,1.086087536350533e-06,9.035332368512172e-06,3.365534894328448e-06,0.53125,0.75,False,0.32793089747428894,"[1186, 4662, 3301, 2850]","[""BT2JPFpMrzM_000002"", ""r6bYfNqe_iQ_000435"", ""_X69MdLl5rU_000176"", ""UyCw7pCgYg8_000055""]","[""lions growling"", ""train whistling"", ""dog bow-wow"", ""tap dancing""]"
10k,vggss,23,-D64b_8YJK4_000046,barn swallow calling,4.2492334614507854e-05,3.9714395825285465e-05,1.8395188817521557e-05,1.3623954146169126e-05,6.892270175740123e-05,5.454622441902757e-05,1.7344733350910246e-05,2.6197198167210445e-05,1.5082035133673344e-05,1.3623954146169126e-05,1.3658801663041231e-06,2.4632361601106822e-05,4.771234671352431e-06,0.40625,0.75,False,0.3797624111175537,"[1061, 2648, 2782, 1231]","[""AKmkhvb9shk_000000"", ""SSor5MN-QJM_000056"", ""UCgErb1ImPY_000031"", ""Bw_fNvTp6jg_000030""]","[""baltimore oriole calling"", ""barn swallow calling"", ""hedge trimmer running"", ""engine accelerating, revving, vroom""]"
10k,vggss,24,-E5o64ACjm0_000017,lathe spinning,0.00010398642189102247,8.047214214457199e-05,3.295434362371452e-05,1.1681229807436466e-05,8.831165905576199e-05,6.342934648273513e-05,2.7631578632281162e-05,5.6188360758824274e-05,1.994152262341231e-05,1.1681229807436466e-05,5.845477971888613e-06,6.053061952115968e-05,2.1273113816278055e-05,0.78125,0.75,False,0.24780653417110443,"[4426, 4472, 992, 1909]","[""nqHztbgP_4U_000100"", ""oYEzy8gH6q8_000030"", ""9iVLuQ403ww_000039"", ""JV2OwVsxY_0_000000""]","[""pigeon, dove cooing"", ""tapping guitar"", ""slot machine"", ""otter growling""]"
10k,vggss,25,-FoTxwPOz3U_000000,"child speech, kid speaking",4.8783625970827416e-05,9.924294863594696e-05,4.716132752946578e-05,4.348093716544099e-05,9.834799129748717e-05,3.824012674158439e-05,5.045701618655585e-05,5.905456418986432e-05,4.68205580546055e-05,4.348093716544099e-05,2.439052650515805e-06,5.242239058134146e-05,3.680390364024788e-06,0.09375,0.25,False,0.47177717089653015,"[4234, 2558, 1507, 3449]","[""lF1C6JSDZJU_000209"", ""RF3rog2YjYw_000030"", ""EqFttu-PgP0_000030"", ""b2yU1j1P7n4_000058""]","[""disc scratching"", ""baby laughter"", ""playing clarinet"", ""beat boxing""]"
10k,vggss,26,-GOaBCyC5Js_000087,playing cornet,5.0960047701664735e-06,2.9856306355213746e-05,6.865114301035646e-06,3.802095761784585e-06,4.592441109707579e-05,2.2651831386610866e-05,8.642373359180056e-06,3.173659206368029e-05,6.407572982425336e-06,3.802095761784585e-06,1.7099805518228095e-06,2.3448734282283112e-05,3.063018539251061e-06,0.03125,0.0,True,0.21461372077465057,"[1685, 1936, 4475, 1135]","[""HALbfdYE3hM_000215"", ""JrbVM5zjdug_000030"", ""oaKEAU7SoCE_000030"", ""B-1QW7g81gA_000030""]","[""playing oboe"", ""tapping guitar"", ""playing harmonica"", ""playing mandolin""]"
10k,vggss,27,-GW1J75oAKU_000304,"playing violin, fiddle",7.623983401572332e-05,8.767076360527426e-05,5.839237564941868e-05,3.4452368709025905e-05,9.00035011e-05,3.7029785744380206e-05,4.54720611742232e-05,6.500909512396902e-05,3.9010199543554336e-05,3.4452368709025905e-05,4.238499514030991e-06,4.8660564061719924e-05,2.3940006940392777e-05,0.4375,0.25,False,0.4449624717235565,"[3335, 1719, 2858, 743]","[""_rgOfS3NOSY_000108"", ""HQAaW-5IwHo_000002"", ""V3Mh5k7AOxE_000063"", ""6mbQDmij4oQ_000010""]","[""playing djembe"", ""cricket chirping"", ""playing bongo"", ""playing washboard""]"
10k,vggss,28,-HMEhGV38GM_000216,playing congas,3.141164779663086e-05,4.9267262511420995e-05,1.0593479601084255e-05,3.553596570782247e-06,4.3470074160723016e-05,1.9040860934183e-05,1.983461515919771e-05,3.159949847031385e-05,1.274011992791202e-05,3.553596570782247e-06,6.241314167709788e-06,3.652714076451957e-05,7.039882802928332e-06,0.25,0.25,False,0.25859200954437256,"[5095, 5139, 507, 4336]","[""yuQhlkeLh5U_000051"", ""zjRqBIxxdrg_000362"", ""476vNb6thyM_000030"", ""mcrf1Mb99d4_000068""]","[""playing timbales"", ""playing bass drum"", ""playing acoustic guitar"", ""playing tympani""]"
10k,vggss,29,-IKnJa9U66I_000150,using sewing machines,3.145379014313221e-05,2.19083212869009e-05,1.882736432889942e-05,1.8290793377673253e-05,3.417348489165306e-05,1.3598918485513423e-05,2.0181629224680364e-05,2.476455301803071e-05,1.9095186871709302e-05,1.8290793377673253e-05,6.395088689714612e-07,2.8131344151915982e-06,5.365709512261674e-07,0.53125,1.0,False,0.8715951442718506,"[4887, 3409, 826, 3015]","[""umrpCv0-Ii4_000030"", ""aXV-yaFmQNk_000070"", ""7nQxWCn_dBg_000160"", ""Wx0Aw9na7Jo_000034""]","[""people whispering"", ""people babbling"", ""child speech, kid speaking"", ""cat hissing""]"
10k,vggss,30,-Igq1W20Gi8_000000,people whistling,1.2045466974086594e-05,2.212326944572851e-05,1.2038003660563845e-05,4.6679042497999035e-06,1.804252497095149e-05,9.876589501800481e-06,8.76472404343076e-06,1.1600526704569347e-05,7.543217634520261e-06,4.6679042497999035e-06,1.668602749305137e-06,1.4580051356460899e-05,7.370099410763942e-06,0.3125,0.25,False,0.34096306562423706,"[3404, 3273, 4123, 1206]","[""aUG81LArlcM_000049"", ""_AadO6XA3OU_000030"", ""jtfG2FbwINE_000121"", ""BfQ3-G4gjlM_000030""]","[""baltimore oriole calling"", ""people babbling"", ""people giggling"", ""people sobbing""]"
10k,vggss,31,-JGpAlLrSD0_000458,train whistling,1.758649159455672e-05,2.06236909434665e-05,8.217708455049433e-06,8.217708455049433e-06,2.953486909973435e-05,1.64630855579162e-05,1.0410939466964919e-05,1.712368248263374e-05,9.122511073655915e-06,8.217708455049433e-06,7.921682367850735e-07,1.1501179869810585e-05,0.0,0.28125,0.25,False,0.4423316419124603,"[2787, 4849, 2142, 877]","[""UF0HDsK0fwo_000070"", ""u2Nl7-qnStw_000026"", ""MFm2C-ve7qw_000030"", ""8LXFSLK3otM_000010""]","[""chainsawing trees"", ""cow lowing"", ""playing french horn"", ""lawn mowing""]"
10k,vggss,32,-JUBdOr8Hes_000030,playing accordion,1.8053797248285264e-05,1.9527222320903093e-05,1.0452260539750569e-05,8.107313988148235e-06,2.3879943910287693e-05,1.2447875633370131e-05,1.0520347132114694e-05,1.2574549145938363e-05,9.75513830780983e-06,8.107313988148235e-06,9.76283558884461e-07,9.772084013093263e-06,2.3449465516023338e-06,0.4375,0.75,False,0.49956610798835754,"[2101, 3573, 2510, 311]","[""LjxhswBV1UA_000020"", ""cdIvqn14xgI_000030"", ""Qm8bAH-0y3E_000024"", ""253aGgk7NSE_000010""]","[""playing ukulele"", ""playing didgeridoo"", ""yodelling"", ""playing bugle""]"
10k,vggss,33,-JUhUI_KvUI_000026,gibbon howling,1.5725068806204945e-05,4.8555339162703604e-05,3.792729330598377e-05,9.723165021569002e-06,3.526076034177095e-05,1.8042379451799206e-05,1.4948901480238419e-05,2.0002551536890678e-05,1.30531880131457e-05,9.723165021569002e-06,1.9791104932664894e-06,3.5502151149557903e-05,2.8204129193909466e-05,0.125,0.0,True,0.26883116364479065,"[2966, 846, 2579, 2351]","[""WTQhmOYZNJQ_000024"", ""80Lqw4-iQXI_000001"", ""RZlDaLFuxxQ_000046"", ""OgSyPzydMxk_000020""]","[""people booing"", ""turkey gobbling"", ""chipmunk chirping"", ""people hiccup""]"
10k,vggss,34,-K-ccLMFE5M_000259,people marching,4.810210521100089e-05,2.719449912547134e-05,5.6980761655722745e-06,4.491075287660351e-06,3.257639764342457e-05,3.0846022127661854e-05,6.83895859765471e-06,1.0796680726343766e-05,5.605025307886535e-06,4.491075287660351e-06,8.266695772363164e-07,2.1589474272332154e-05,1.2070008779119235e-06,0.75,1.0,False,0.20610879361629486,"[730, 4147, 1686, 1301]","[""6e8U65rgekA_000046"", ""kEnOc-apG_o_000078"", ""HAkUrI9yU8U_000062"", ""CguHOT6Ve3E_000020""]","[""people battle cry"", ""beat boxing"", ""airplane flyby"", ""waterfall burbling""]"
10k,vggss,35,-K1BRF6qng8_000030,female singing,3.677911445265636e-05,3.13986383844167e-05,1.0109647519129794e-05,9.341487384517677e-06,3.32783383782953e-05,1.938213790708687e-05,1.3672957720700651e-05,1.6839105228427798e-05,1.0845229553524405e-05,9.341487384517677e-06,1.6656259731462342e-06,2.0553408830892295e-05,7.68160134612117e-07,0.59375,0.5,False,0.3454044461250305,"[3534, 1153, 415, 4583]","[""c40hgtfiYm0_000010"", ""B90BOtSOD2Q_000410"", ""3AzacBprTzU_000060"", ""q4pqpYX6b7U_000030""]","[""typing on typewriter"", ""female singing"", ""dog barking"", ""tapping guitar""]"
10k,vggss,36,-KBH8YmHR-0_000050,snake rattling,5.639813025481999e-05,0.00010482971265446395,5.101488932268694e-05,2.041161133092828e-05,6.626425602007657e-05,3.811129863606766e-05,2.976359610329382e-05,3.741862019523978e-05,2.5007180738612078e-05,2.041161133092828e-05,4.315410933486419e-06,7.982253009686247e-05,3.060327799175866e-05,0.5,0.25,False,0.23855049908161163,"[4056, 1816, 3054, 3306]","[""it0U4Vscl5o_000208"", ""IRYPJTybCu8_000130"", ""XUCh79kkapE_000049"", ""_Zl_z4n_T9M_000471""]","[""people slurping"", ""warbler chirping"", ""penguins braying"", ""playing drum kit""]"
10k,vggss,37,-Lmibx_Iu_E_000173,tractor digging,1.5574476492474787e-05,5.246877481113188e-05,2.825776391546242e-05,1.149747367890086e-05,4.139009979553521e-05,2.9272379833855666e-05,1.5935462215566076e-05,1.7383212252752855e-05,1.3511655197362415e-05,1.149747367890086e-05,1.5824329011593363e-06,3.895712143275887e-05,1.676029023656156e-05,0.09375,0.0,True,0.2575180232524872,"[4333, 2839, 4269, 2224]","[""mbVT9tKSUXo_000005"", ""UrluLxHLwQM_000110"", ""loKkvegkPJ8_000030"", ""N7tVUQOobkY_000289""]","[""air horn"", ""toilet flushing"", ""people whispering"", ""people eating noodle""]"
10k,vggss,38,-Lv13WPa4xk_000170,airplane flyby,1.9996969058411196e-05,1.1627450476225931e-05,5.402887381933397e-06,3.719226242537843e-06,1.742308450047858e-05,1.0620212378853466e-05,5.276415777188959e-06,8.55098642205121e-06,4.452726898307446e-06,3.719226242537843e-06,6.382631454471266e-07,7.174723577918485e-06,1.6836611393955536e-06,0.65625,1.0,False,0.382949560880661,"[1029, 4735, 992, 1578]","[""A8gbOIvxvMA_000030"", ""s477WHLPoOU_000000"", ""9iVLuQ403ww_000039"", ""FsywuRmOMTM_000030""]","[""playing cello"", ""playing piano"", ""slot machine"", ""playing acoustic guitar""]"
10k,vggss,39,-N00SskHxS4_000529,playing bugle,7.751117664156482e-06,3.757524973480031e-05,1.575510214024689e-05,9.366473022964783e-06,4.002602508990094e-05,1.7771701095625758e-05,1.618963506189175e-05,2.4618962925160304e-05,1.4298304449766874e-05,9.366473022964783e-06,2.8513811685115797e-06,2.3276945285033435e-05,6.3886291172821075e-06,0.0,0.0,False,0.38052454590797424,"[2038, 34, 4700, 286]","[""KzvdKLdBw3s_000060"", ""-K-ccLMFE5M_000259"", ""rcaxwyTo-E4_000150"", ""1obzCbmFpa8_000410""]","[""female speech, woman speaking"", ""people marching"", ""dog growling"", ""people giggling""]"
10k,vggss,40,-NCa3eFLULw_000221,dinosaurs bellowing,1.765306296874769e-05,2.4502285668859258e-05,7.614028618263546e-06,7.614028618263546e-06,3.323589771753177e-05,2.0506302462308668e-05,1.0502388249733485e-05,1.6317624613293447e-05,9.263085303246044e-06,7.614028618263546e-06,9.966092875401955e-07,1.5239200365613215e-05,0.0,0.28125,0.25,False,0.3780498504638672,"[2214, 3603, 3757, 2433]","[""N0jVgldCwAk_000000"", ""d1QQRXy2pTM_000006"", ""f1Z-HuZ-_ZA_000030"", ""PlF1Z9YWZck_000075""]","[""bird chirping, tweeting"", ""cat hissing"", ""dog barking"", ""elephant trumpeting""]"
